Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
1,Derrick Henry(TEN),20,143,7.2,76,0,3,2,3,13,6.5,0,0,1,33.6,33.6,78.0%
2,Jonathan Taylor(IND),14,145,10.4,83,0,2,1,2,13,13.0,0,0,1,27.8,27.8,100.0%
3,Leonard Fournette(TB),22,81,3.7,20,0,2,6,6,46,7.7,0,0,1,24.7,24.7,74.8%
4,Darrell Henderson Jr.(LAR),21,78,3.7,10,0,1,2,3,29,14.5,1,0,1,22.7,22.7,76.0%
5,Joe Mixon(CIN),18,94,5.2,18,0,0,5,6,59,11.8,1,0,1,21.3,21.3,98.1%
6,Darrel Williams(KC),21,62,3.0,11,0,2,3,4,27,9.0,0,0,1,20.9,20.9,79.6%
7,Dalvin Cook(MIN),29,140,4.8,23,0,1,2,2,3,1.5,0,0,1,20.3,20.3,100.0%
8,Kenyan Drake(LV),4,34,8.5,18,0,1,2,2,39,19.5,1,0,1,19.3,19.3,29.4%
9,Najee Harris(PIT),24,81,3.4,10,0,0,6,7,46,7.7,1,0,1,18.7,18.7,99.9%
10,Khalil Herbert(CHI),19,97,5.1,25,0,1,2,3,15,7.5,0,0,1,17.2,17.2,13.4%
11,Aaron Jones(GB),13,76,5.8,28,0,0,4,4,34,8.5,1,0,1,17.0,17.0,98.9%
12,Damien Harris(NE),18,101,5.6,21,0,1,1,1,7,7.0,0,0,1,16.8,16.8,89.8%
13,James Robinson(JAC),17,73,4.3,24,0,1,3,4,28,9.3,0,0,1,16.1,16.1,76.3%
14,Alex Collins(SEA),20,101,5.1,21,0,1,1,1,-3,-3.0,0,0,1,15.8,15.8,18.8%
15,Josh Jacobs(LV),16,53,3.3,6,0,1,1,1,29,29.0,0,0,1,14.2,14.2,98.0%
16,Chris Evans(CIN),4,18,4.5,6,0,0,3,3,49,16.3,1,0,1,12.7,12.7,0.5%
17,D'Andre Swift(DET),13,24,1.8,9,0,1,5,7,43,8.6,0,0,1,12.7,12.7,97.2%
18,Chuba Hubbard(CAR),16,61,3.8,9,0,1,1,3,4,4.0,0,0,1,12.5,12.5,58.1%
19,Rhamondre Stevenson(NE),5,23,4.6,11,0,1,3,3,39,13.0,0,0,1,12.2,12.2,50.4%
20,Ezekiel Elliott(DAL),17,69,4.1,21,0,0,7,9,50,7.1,0,0,1,11.9,11.9,99.7%
21,Latavius Murray(BAL),9,44,4.9,14,0,1,2,2,12,6.0,0,0,1,11.6,11.6,22.2%
22,Devonta Freeman(BAL),9,53,5.9,16,0,1,0,2,0,0,0,0,1,11.3,11.3,74.2%
23,J.D. McKissic(WAS),8,45,5.6,11,0,0,8,10,65,8.1,0,0,1,11.0,11.0,32.9%
24,Mark Ingram II(NO),18,73,4.1,24,0,0,2,2,8,4.0,0,0,1,8.1,8.1,39.1%
25,Kareem Hunt(CLE),14,66,4.7,17,0,0,3,3,12,4.0,0,0,1,7.8,7.8,82.1%
26,Le'Veon Bell(FA),8,18,2.3,7,0,1,0,0,0,0,0,0,1,7.8,7.8,5.4%
27,Elijhaa Penny(NYG),3,15,5.0,6,0,1,1,2,1,1.0,0,0,1,7.6,7.6,0.1%
28,Melvin Gordon III(DEN),10,50,5.0,10,0,0,3,3,23,7.7,0,0,1,7.3,7.3,87.8%
29,James Conner(ARI),16,71,4.4,16,0,0,1,1,0,0.0,0,0,1,7.1,7.1,94.6%
30,Devontae Booker(FA),12,41,3.4,14,0,0,4,4,28,7.0,0,0,1,6.9,6.9,23.3%
31,Javonte Williams(DEN),11,53,4.8,30,0,0,3,3,15,5.0,0,0,1,6.8,6.8,92.7%
32,Miles Sanders(PHI),9,56,6.2,23,0,0,2,4,10,5.0,0,0,1,6.6,6.6,77.0%
33,Tony Pollard(DAL),10,41,4.1,9,0,0,3,3,22,7.3,0,0,1,6.3,6.3,75.3%
34,AJ Dillon(GB),11,59,5.4,36,0,0,0,0,0,0,0,0,1,5.9,5.9,87.4%
35,Austin Ekeler(LAC),6,7,1.2,5,0,0,4,7,48,12.0,0,0,1,5.5,5.5,99.9%
36,Travis Homer(SEA),2,27,13.5,26,0,0,1,1,27,27.0,0,0,1,5.4,5.4,0.3%
37,Phillip Lindsay(MIA),7,39,5.6,35,0,0,2,2,15,7.5,0,0,1,5.4,5.4,9.0%
38,Chase Edmonds(ARI),4,46,11.5,40,0,0,3,4,4,1.3,0,0,1,5.0,5.0,85.1%
39,DeeJay Dallas(SEA),4,17,4.3,10,0,0,5,5,33,6.6,0,0,1,5.0,5.0,2.3%
40,Devin Singletary(BUF),5,27,5.4,14,0,0,5,5,16,3.2,0,0,1,4.3,4.3,89.1%
41,Sony Michel(LAR),9,42,4.7,15,0,0,0,0,0,0,0,0,1,4.2,4.2,89.4%
42,Zack Moss(BUF),8,24,3.0,7,0,0,2,4,15,7.5,0,0,1,3.9,3.9,36.8%
43,Salvon Ahmed(MIA),7,22,3.1,5,0,0,1,2,15,15.0,0,0,1,3.7,3.7,1.6%
44,Malcolm Brown(MIA),5,24,4.8,16,0,0,1,1,7,7.0,0,0,1,3.1,3.1,3.6%
45,C.J. Ham(MIN),1,30,30.0,30,0,0,0,0,0,0,0,0,1,3.0,3.0,0.1%
46,Ronald Jones II(TB),5,20,4.0,9,0,0,1,1,9,9.0,0,0,1,2.9,2.9,83.5%
47,Antonio Gibson(WAS),10,44,4.4,15,0,0,2,3,0,0.0,0,1,1,2.4,2.4,95.9%
48,Nyheim Hines(IND),4,13,3.3,7,0,0,1,2,9,9.0,0,0,1,2.2,2.2,44.8%
49,Kalen Ballage(PIT),2,15,7.5,11,0,0,0,0,0,0,0,0,1,1.5,1.5,0.1%
50,Jerick McKinnon(KC),3,10,3.3,5,0,0,1,4,5,5.0,0,0,1,1.5,1.5,0.8%
51,Myles Gaskin(MIA),5,9,1.8,4,0,0,2,6,5,2.5,0,0,1,1.4,1.4,83.2%
52,Demetric Felton(CLE),0,0,0,0,0,0,2,2,14,7.0,0,0,1,1.4,1.4,0.7%
53,Jonathan Ward(ARI),4,14,3.5,7,0,0,0,0,0,0,0,0,1,1.4,1.4,0.1%
54,Trayveon Williams(CIN),6,13,2.2,6,0,0,0,0,0,0,0,0,1,1.3,1.3,0.1%
55,Marlon Mack(IND),5,12,2.4,8,0,0,0,0,0,0,0,0,1,1.2,1.2,1.6%
56,Alexander Mattison(MIN),3,10,3.3,5,0,0,0,0,0,0,0,0,1,1.0,1.0,75.0%
57,D'Ernest Johnson(CLE),1,2,2.0,2,0,0,1,1,7,7.0,0,0,1,0.9,0.9,18.7%
58,Jamaal Williams(DET),4,11,2.8,6,0,0,1,2,-2,-2.0,0,0,1,0.9,0.9,58.2%
59,Justin Jackson(LAC),0,0,0,0,0,0,1,1,7,7.0,0,0,1,0.7,0.7,42.5%
60,Joshua Kelley(LAC),4,7,1.8,4,0,0,0,0,0,0,0,0,1,0.7,0.7,1.1%
61,Gabe Nabers(LAC),0,0,0,0,0,0,1,1,6,6.0,0,0,1,0.6,0.6,0.0%
62,Johnny Stanton(CLE),0,0,0,0,0,0,1,1,6,6.0,0,0,1,0.6,0.6,0.0%
