Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
1,Dalvin Cook(MIN),20,154,7.7,75,1,1,3,3,37,12.3,0,0,1,25.1,25.1,100.0%
2,Raheem Mostert(SF),13,83,6.4,20,1,0,3,4,68,22.7,1,0,1,21.1,21.1,13.0%
3,Aaron Jones(GB),23,116,5.0,15,0,1,4,6,34,8.5,0,0,1,21.0,21.0,98.9%
4,Saquon Barkley(NYG),18,107,5.9,27,1,1,3,7,28,9.3,0,0,1,19.5,19.5,97.6%
5,Ezekiel Elliott(DAL),23,111,4.8,27,1,1,2,2,9,4.5,0,0,1,18.0,18.0,99.7%
6,Austin Ekeler(LAC),17,66,3.9,12,0,1,6,6,67,11.2,0,1,1,17.3,17.3,99.9%
7,Nick Chubb(CLE),18,62,3.4,19,0,1,4,4,36,9.0,0,0,1,15.8,15.8,99.8%
8,Derrick Henry(TEN),15,82,5.5,18,0,1,2,3,12,6.0,0,0,1,15.4,15.4,78.0%
9,Jeff Wilson Jr.(SF),10,34,3.4,14,0,2,0,0,0,0,0,0,1,15.4,15.4,56.1%
10,Peyton Barber(LV),23,82,3.6,16,0,1,1,1,7,7.0,0,0,1,14.9,14.9,1.2%
11,Kerryon Johnson(FA),12,41,3.4,9,0,0,2,3,47,23.5,1,0,1,14.8,14.8,0.1%
12,Frank Gore(FA),19,68,3.6,9,0,1,2,2,15,7.5,0,0,1,14.3,14.3,12.2%
13,Matt Breida(BUF),12,121,10.1,34,1,0,1,1,11,11.0,0,0,1,13.2,13.2,8.2%
14,David Montgomery(CHI),18,62,3.4,12,0,1,1,3,6,6.0,0,0,1,12.8,12.8,98.7%
15,Todd Gurley II(FA),16,63,3.9,20,1,1,3,4,4,1.3,0,0,1,12.7,12.7,0.4%
16,Rashaad Penny(SEA),10,62,6.2,37,1,1,1,1,3,3.0,0,0,1,12.5,12.5,78.9%
17,Sony Michel(LAR),21,83,4.0,12,0,1,0,0,0,0,0,1,1,12.3,12.3,89.4%
18,Devin Singletary(BUF),6,57,9.5,20,1,1,0,0,0,0,0,0,1,11.7,11.7,89.1%
19,Le'Veon Bell(FA),21,68,3.2,8,0,0,10,10,61,6.1,0,1,1,10.9,10.9,5.4%
20,James Conner(ARI),11,33,3.0,14,0,1,3,4,12,4.0,0,0,1,10.5,10.5,94.6%
21,Royce Freeman(HOU),11,54,4.9,14,0,0,5,7,48,9.6,0,0,1,10.2,10.2,5.2%
22,Jamaal Williams(DET),9,28,3.1,10,0,0,3,4,13,4.3,1,0,1,10.1,10.1,58.2%
23,Josh Jacobs(LV),12,99,8.3,51,1,0,0,0,0,0,0,0,1,9.9,9.9,98.0%
24,Adrian Peterson(SEA),10,25,2.5,10,0,1,2,2,7,3.5,0,0,1,9.2,9.2,4.9%
25,Carlos Hyde(JAC),20,90,4.5,14,0,0,0,0,0,0,0,0,1,9.0,9.0,6.9%
26,James White(NE),3,10,3.3,5,0,0,3,4,19,6.3,1,0,1,8.9,8.9,7.9%
27,Leonard Fournette(TB),15,47,3.1,14,0,0,4,6,40,10.0,0,0,1,8.7,8.7,74.8%
28,Jordan Wilkins(FA),5,82,16.4,55,1,0,1,1,4,4.0,0,0,1,8.6,8.6,0.0%
29,Mark Ingram II(NO),13,47,3.6,16,0,0,2,2,30,15.0,0,0,1,7.7,7.7,39.1%
