Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Julio Jones(TEN),12,15,300,25.0,75,5,1,0,0,0,0,1,36.0,36.0,60.7%
2,Michael Crabtree(FA),7,12,88,12.6,23,1,3,0,0,0,0,1,26.8,26.8,0.0%
3,A.J. Green(ARI),10,12,173,17.3,51,3,1,0,0,0,0,1,23.3,23.3,51.8%
4,Brian Quick(FA),2,6,69,34.5,65,1,2,0,0,0,0,1,18.9,18.9,0.0%
5,Antonio Brown(FA),4,5,64,16.0,38,1,2,0,0,0,0,1,18.4,18.4,84.1%
6,Dontrelle Inman(FA),7,11,120,17.1,57,2,1,0,0,0,0,1,18.0,18.0,0.0%
7,Steve Smith(FA),8,11,111,13.9,52,2,1,0,0,0,0,1,17.1,17.1,0.0%
8,Eddie Royal(FA),7,7,111,15.9,64,1,1,0,0,0,0,1,17.1,17.1,0.0%
9,Demaryius Thomas(FA),6,7,94,15.7,31,1,1,0,0,0,0,1,15.4,15.4,0.1%
10,Brandon Marshall(FA),4,12,89,22.3,41,1,1,0,0,0,0,1,14.9,14.9,2.6%
11,Jeremy Kerley(FA),6,9,88,14.7,33,2,1,0,0,0,0,1,14.8,14.8,0.0%
12,Emmanuel Sanders(BUF),8,13,88,11.0,18,0,1,0,0,0,0,1,14.8,14.8,46.6%
13,John Brown(FA),10,16,144,14.4,29,3,0,0,0,0,0,1,14.4,14.4,1.3%
14,William Fuller V(MIA),7,9,81,11.6,28,2,1,0,0,0,0,1,14.1,14.1,22.8%
15,Kenny Stills(NO),1,3,74,74.0,74,1,1,0,0,0,0,1,13.4,13.4,0.1%
16,Phillip Dorsett II(HOU),1,3,64,64.0,64,1,1,1,3,0,0,1,12.7,12.7,0.0%
17,Allen Robinson II(CHI),5,10,55,11.0,17,0,1,0,0,0,0,1,11.5,11.5,53.7%
18,Markus Wheaton(FA),1,1,30,30.0,30,1,1,0,0,0,0,1,11.0,11.0,0.0%
19,Aldrick Robinson(FA),2,3,48,24.0,35,1,1,0,0,0,0,1,10.8,10.8,0.0%
20,Corey Brown(FA),5,7,48,9.6,16,0,1,0,0,0,0,1,10.8,10.8,0.2%
21,Allen Hurns(MIA),2,4,47,23.5,42,1,1,0,0,0,0,1,10.7,10.7,0.0%
22,Michael Thomas(NO),4,9,44,11.0,15,0,1,0,0,0,0,1,10.4,10.4,20.6%
23,Terrance Williams(FA),4,6,44,11.0,20,1,1,0,0,0,0,1,10.4,10.4,0.0%
24,T.Y. Hilton(IND),7,10,42,6.0,14,0,1,0,0,0,0,1,10.2,10.2,16.8%
25,Brice Butler(FA),5,9,41,8.2,14,0,1,0,0,0,0,1,10.1,10.1,0.0%
26,Terrelle Pryor Sr.(FA),5,9,46,9.2,13,0,1,1,-6,0,0,1,10.0,10.0,0.0%
27,Kelvin Benjamin(FA),3,7,39,13.0,21,1,1,0,0,0,0,1,9.9,9.9,0.1%
28,Michael Floyd(FA),3,7,36,12.0,16,0,1,0,0,0,0,1,9.6,9.6,0.0%
29,Darrius Heyward-Bey(FA),1,1,31,31.0,31,1,1,0,0,0,0,1,9.1,9.1,0.0%
30,Charone Peake(FA),3,3,30,10.0,16,0,0,0,0,0,0,1,9.0,9.0,0.0%
31,Robert Woods(LAR),7,10,89,12.7,23,2,0,0,0,0,0,1,8.9,8.9,29.9%
32,Tyreek Hill(KC),5,7,24,4.8,9,0,1,1,-2,0,0,1,8.2,8.2,100.0%
33,Kenny Britt(FA),4,4,82,20.5,34,2,0,0,0,0,0,1,8.2,8.2,0.0%
34,Rishard Matthews(FA),2,2,82,41.0,60,2,0,0,0,0,0,1,8.2,8.2,0.0%
35,Jeremy Maclin(FA),5,8,78,15.6,20,1,0,0,0,0,0,1,7.8,7.8,0.0%
36,Sammie Coates(FA),6,8,79,13.2,47,1,0,1,-1,0,0,1,7.8,7.8,0.0%
