Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Mike Williams(LAC),7,9,122,17.4,43,0,2,0,0,0,0,1,26.2,26.2,91.9%
2,Cooper Kupp(LAR),9,12,96,10.7,22,0,2,0,0,0,0,1,21.6,21.6,100.0%
3,Emmanuel Sanders(BUF),5,6,94,18.8,41,0,2,0,0,0,0,1,21.4,21.4,46.6%
4,Davante Adams(GB),12,18,132,11.0,25,0,1,0,0,0,0,1,19.2,19.2,100.0%
5,Ja'Marr Chase(CIN),4,5,65,16.3,34,0,2,0,0,0,0,1,18.5,18.5,98.5%
6,DeSean Jackson(LV),3,5,120,40.0,75,0,1,0,0,0,0,1,18.0,18.0,4.4%
7,Justin Jefferson(MIN),9,11,118,13.1,28,0,1,0,0,0,0,1,17.8,17.8,99.9%
8,D.K. Metcalf(SEA),6,9,107,17.8,28,0,1,0,0,0,0,1,16.7,16.7,98.9%
9,Kendrick Bourne(NE),6,8,96,16.0,31,0,1,0,0,0,0,1,15.6,15.6,23.7%
10,Hunter Renfrow(LV),5,6,77,15.4,25,0,1,0,0,0,0,1,13.7,13.7,89.8%
11,Chris Godwin(TB),6,7,74,12.3,21,0,0,1,2,1,0,1,13.6,13.6,67.1%
12,DJ Moore(CAR),8,12,126,15.8,29,0,0,1,-1,0,0,1,12.5,12.5,95.7%
13,Marquez Valdes-Scantling(GB),3,4,59,19.7,47,0,1,0,0,0,0,1,11.9,11.9,36.0%
14,Brandin Cooks(HOU),9,11,112,12.4,30,0,0,1,5,0,0,1,11.7,11.7,92.7%
15,A.J. Green(ARI),5,6,112,22.4,36,0,0,0,0,0,0,1,11.2,11.2,51.8%
16,Keenan Allen(LAC),8,12,50,6.3,15,0,1,0,0,0,0,1,11.0,11.0,99.3%
17,Adam Thielen(MIN),6,9,50,8.3,21,0,1,0,0,0,0,1,11.0,11.0,82.7%
18,D.J. Chark Jr.(JAC),3,6,49,16.3,25,0,1,0,0,0,0,1,10.9,10.9,17.9%
