Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Lamar Jackson(BAL),11,17,64.7,163,9.6,1,0,4,9,124,2,0,1,34.9,34.9,94.0%
2,Baker Mayfield(CLE),28,47,59.6,343,7.3,2,1,0,5,23,1,0,1,31.0,31.0,26.4%
3,Aaron Rodgers(GB),26,33,78.8,290,8.8,3,0,0,6,13,1,0,1,30.9,30.9,97.4%
4,Tua Tagovailoa(MIA),28,48,58.3,316,6.6,2,1,4,6,24,1,0,1,28.0,28.0,44.2%
5,Derek Carr(LV),31,45,68.9,316,7.0,2,2,0,3,12,1,0,1,25.8,25.8,58.1%
6,Drew Lock(SEA),21,27,77.8,280,10.4,4,0,1,6,4,0,1,1,25.6,25.6,1.5%
7,Mitchell Trubisky(BUF),24,33,72.7,267,8.1,3,0,3,4,23,0,0,1,25.0,25.0,0.4%
8,Russell Wilson(DEN),21,27,77.8,206,7.6,4,1,0,1,-1,0,0,1,23.1,23.1,90.4%
9,Patrick Mahomes II(KC),24,34,70.6,393,11.6,2,3,3,5,9,0,0,1,21.6,21.6,100.0%
10,Teddy Bridgewater(DEN),30,40,75.0,283,7.1,0,0,4,3,31,1,0,1,20.4,20.4,15.6%
11,Taysom Hill(NO),28,38,73.7,291,7.7,2,1,5,5,33,0,1,1,19.9,19.9,53.2%
12,Jalen Hurts(PHI),17,30,56.7,167,5.6,1,0,0,18,106,0,1,1,19.3,19.3,94.4%
13,Josh Allen(BUF),24,43,55.8,238,5.5,2,1,1,6,28,0,0,1,19.3,19.3,100.0%
14,Kyler Murray(ARI),24,35,68.6,244,7.0,1,0,1,13,47,0,0,1,18.5,18.5,99.3%
15,Philip Rivers(FA),19,28,67.9,244,8.7,2,0,0,0,0,0,0,1,17.8,17.8,20.6%
16,Kirk Cousins(MIN),24,37,64.9,225,6.1,1,0,6,5,41,0,1,1,17.1,17.1,70.7%
17,Justin Herbert(LAC),36,44,81.8,243,5.5,2,1,1,0,0,0,0,1,16.7,16.7,98.8%
18,Deshaun Watson(HOU),21,30,70.0,219,7.3,1,0,6,7,38,0,0,1,16.6,16.6,5.0%
19,Ryan Tannehill(TEN),19,24,79.2,212,8.8,2,0,1,0,0,0,0,1,16.5,16.5,62.7%
20,Tom Brady(FA),15,23,65.2,196,8.5,2,0,0,3,-2,0,0,1,15.6,15.6,99.1%
21,Jared Goff(DET),16,25,64.0,137,5.5,1,1,1,4,11,1,0,1,15.6,15.6,5.3%
22,Ben Roethlisberger(FA),21,37,56.8,187,5.1,2,2,1,0,0,0,0,1,15.5,15.5,23.8%
23,Andy Dalton(CHI),16,23,69.6,185,8.0,2,0,2,1,-1,0,0,1,15.3,15.3,1.6%
24,Matthew Stafford(LAR),24,34,70.6,244,7.2,1,0,4,1,6,0,0,1,14.4,14.4,97.2%
25,Brandon Allen(CIN),27,36,75.0,217,6.0,1,0,0,4,12,0,0,1,13.9,13.9,0.4%
26,Nick Mullens(CLE),25,45,55.6,260,5.8,1,1,4,0,0,0,1,1,13.4,13.4,0.3%
27,Gardner Minshew II(PHI),18,31,58.1,178,5.7,1,0,0,2,22,0,0,1,13.3,13.3,2.2%
28,Matt Ryan(ATL),21,32,65.6,224,7.0,1,3,2,1,3,0,0,1,10.3,10.3,36.3%
29,Sam Darnold(CAR),14,26,53.8,132,5.1,0,0,3,1,3,0,0,1,5.6,5.6,5.5%
30,Cam Newton(CAR),9,16,56.3,119,7.4,0,1,4,7,16,0,0,1,5.4,5.4,20.3%
31,Daniel Jones(NYG),11,21,52.4,127,6.0,0,0,6,0,0,0,1,1,3.1,3.1,13.6%
32,Mike Glennon(NYG),13,23,56.5,85,3.7,0,1,0,0,0,0,0,1,2.4,2.4,0.8%
33,Logan Woodside(TEN),0,0,0,0,0,0,0,0,1,18,0,0,1,1.8,1.8,0.0%
34,Jarrett Stidham(NE),5,7,71.4,27,3.9,0,0,2,1,3,0,0,1,1.4,1.4,0.0%
35,Alex Smith(FA),8,19,42.1,57,3.0,0,1,1,0,0,0,0,1,1.3,1.3,5.0%
36,Chase Daniel(LAC),3,6,50.0,29,4.8,0,0,0,0,0,0,0,1,1.2,1.2,0.1%
37,Geno Smith(SEA),4,5,80.0,33,6.6,0,0,1,2,-2,0,0,1,1.1,1.1,0.6%
38,Dwayne Haskins(PIT),7,12,58.3,51,4.3,0,0,1,4,-12,0,0,1,0.8,0.8,0.1%
39,Trace McSorley(ARI),1,4,25.0,13,3.3,0,0,0,2,1,0,0,1,0.6,0.6,0.3%
40,Ryan Finley(FA),1,2,50.0,5,2.5,0,0,2,0,0,0,0,1,0.2,0.2,0.0%
41,Mac Jones(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5%
42,Ian Book(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
43,Trey Lance(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3%
44,Feleipe Franks(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
45,Kurt Benkert(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
46,Jalen Morton(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
47,Reid Sinnett(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
48,Jacob Eason(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
49,Joe Burrow(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.3%
50,Jordan Love(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3%
