Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Tom Brady(FA),30,39,76.9,447,11.5,3,0,2,2,9,0,0,1,30.8,30.8,99.1%
2,Carson Wentz(WAS),25,46,54.3,333,7.2,2,1,6,4,55,0,0,1,24.8,24.8,44.0%
3,Trevor Siemian(NO),22,32,68.8,231,7.2,4,1,2,5,14,0,1,1,22.6,22.6,1.1%
4,Drew Brees(FA),27,45,60.0,356,7.9,2,0,1,0,0,0,0,1,22.2,22.2,35.7%
5,Derek Carr(LV),23,28,82.1,230,8.2,3,0,0,0,0,0,0,1,21.2,21.2,58.1%
6,Aaron Rodgers(GB),33,50,66.0,343,6.9,2,1,3,2,8,0,1,1,18.5,18.5,97.4%
7,Deshaun Watson(HOU),15,24,62.5,125,5.2,0,0,3,5,67,1,0,1,17.7,17.7,5.0%
8,Ben Roethlisberger(FA),23,35,65.7,243,6.9,2,0,2,2,-2,0,0,1,17.5,17.5,23.8%
9,Philip Rivers(FA),31,39,79.5,331,8.5,1,0,1,1,0,0,0,1,17.2,17.2,20.6%
10,Alex Smith(FA),21,28,75.0,251,9.0,1,0,4,4,21,0,0,1,16.1,16.1,5.0%
11,Carson Palmer(FA),19,36,52.8,332,9.2,1,1,4,3,6,0,0,1,15.9,15.9,5.6%
12,Dak Prescott(DAL),30,50,60.0,238,4.8,2,2,2,3,24,0,0,1,15.9,15.9,98.2%
13,Josh McCown(FA),16,24,66.7,166,6.9,2,0,4,4,31,0,1,1,15.7,15.7,0.0%
14,Russell Wilson(DEN),23,39,59.0,198,5.1,1,0,3,12,34,0,0,1,15.3,15.3,90.4%
15,Matt Ryan(ATL),19,28,67.9,252,9.0,1,0,3,1,8,0,0,1,14.9,14.9,36.3%
16,Joe Flacco(NYJ),25,34,73.5,217,6.4,2,1,2,1,-1,0,0,1,14.6,14.6,0.3%
17,Matthew Stafford(LAR),15,21,71.4,122,5.8,2,0,3,3,23,0,1,1,13.2,13.2,97.2%
18,Jay Cutler(FA),24,33,72.7,230,7.0,1,0,2,2,-1,0,0,1,13.1,13.1,0.2%
19,Marcus Mariota(LV),15,27,55.6,215,8.0,1,1,1,6,24,0,0,1,13.0,13.0,0.2%
20,Jameis Winston(NO),18,30,60.0,204,6.8,1,0,2,1,3,0,0,1,12.5,12.5,5.2%
21,Kirk Cousins(MIN),18,27,66.7,179,6.6,1,0,2,3,7,0,0,1,11.9,11.9,70.7%
22,Cam Newton(CAR),20,32,62.5,228,7.1,0,0,6,5,27,0,0,1,11.8,11.8,20.3%
23,Eli Manning(FA),22,32,68.8,239,7.5,1,1,5,0,0,0,0,1,11.6,11.6,2.3%
24,Jared Goff(DET),14,24,58.3,219,9.1,1,1,2,3,1,0,0,1,11.1,11.1,5.3%
25,Tyrod Taylor(HOU),17,25,68.0,125,5.0,0,0,3,8,55,0,0,1,10.5,10.5,4.9%
26,Mike Glennon(NYG),31,45,68.9,301,6.7,1,2,1,0,0,0,1,1,10.0,10.0,0.8%
27,Blake Bortles(NO),20,34,58.8,223,6.6,1,2,2,4,29,0,1,1,9.8,9.8,0.1%
28,Andy Dalton(CHI),20,35,57.1,224,6.4,0,0,3,2,5,0,0,1,9.5,9.5,1.6%
29,Jacoby Brissett(MIA),20,37,54.1,216,5.8,0,1,4,6,22,0,0,1,8.8,8.8,0.6%
30,Kevin Hogan(TEN),5,11,45.5,118,10.7,1,1,1,1,5,0,0,1,7.2,7.2,0.0%
31,Case Keenum(CLE),20,37,54.1,167,4.5,0,0,2,0,0,0,0,1,6.7,6.7,0.9%
32,Brian Hoyer(NE),15,27,55.6,99,3.7,0,1,2,0,0,0,0,1,2.0,2.0,0.0%
33,DeShone Kizer(FA),15,31,48.4,182,5.9,0,3,2,5,26,0,1,1,1.9,1.9,0.0%
34,Mac Jones(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5%
35,Ian Book(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
36,Feleipe Franks(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
37,Trey Lance(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3%
38,Kurt Benkert(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
39,Jalen Morton(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
40,Kyle Allen(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
41,Reid Sinnett(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
42,Joe Burrow(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.3%
43,Tua Tagovailoa(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.2%
44,Jacob Eason(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
45,Will Grier(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
46,Jake Fromm(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
47,Jordan Love(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3%
48,Daniel Jones(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6%
49,Drew Lock(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5%
50,Gardner Minshew II(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2%
51,Trace McSorley(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
52,Eric Dungey(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
53,Jake Browning(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
54,Kyler Murray(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3%
