,Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Derrick Henry(TEN),29,130,4.5,15,0,3,0,0,0,0,0,0,1,31.0,31.0,78.0%
1,2,Jonathan Taylor(IND),15,53,3.5,19,0,1,3,4,116,38.7,1,0,1,28.9,28.9,100.0%
2,3,Austin Ekeler(LAC),17,66,3.9,9,0,2,5,5,53,10.6,1,1,1,27.9,27.9,99.9%
3,4,Alvin Kamara(NO),16,71,4.4,23,0,1,5,8,51,10.2,1,0,1,24.2,24.2,100.0%
4,5,Ezekiel Elliott(DAL),21,110,5.2,15,0,1,2,3,2,1.0,1,0,1,23.2,23.2,99.7%
5,6,Nick Chubb(CLE),21,161,7.7,52,0,1,1,1,9,9.0,0,0,1,23.0,23.0,99.8%
6,7,Myles Gaskin(MIA),5,25,5.0,13,0,0,10,10,74,7.4,2,0,1,21.9,21.9,83.2%
7,8,Kareem Hunt(CLE),12,61,5.1,12,0,2,5,6,28,5.6,0,0,1,20.9,20.9,82.1%
8,9,James Robinson(JAC),18,149,8.3,58,0,1,1,1,-2,-2.0,0,0,1,20.7,20.7,76.3%
9,10,Najee Harris(PIT),23,122,5.3,20,0,1,2,5,20,10.0,0,0,1,20.2,20.2,99.9%
10,11,Alexander Mattison(MIN),25,113,4.5,48,0,0,7,7,40,5.7,1,1,1,19.3,19.3,75.0%
11,12,Antonio Gibson(WAS),20,60,3.0,16,0,2,2,2,12,6.0,0,0,1,19.2,19.2,95.9%
12,13,Devontae Booker(NYG),16,42,2.6,14,0,1,3,4,16,5.3,1,0,1,17.8,17.8,23.3%
13,14,Leonard Fournette(TB),12,67,5.6,17,0,1,4,5,43,10.8,0,0,1,17.0,17.0,74.8%
14,15,D'Andre Swift(DET),11,51,4.6,12,0,1,6,6,53,8.8,0,0,1,16.4,16.4,97.2%
15,16,Darrell Henderson Jr.(LAR),17,82,4.8,29,0,1,1,1,17,17.0,0,0,1,15.9,15.9,76.0%
16,17,Damien Williams(CHI),16,64,4.0,14,0,1,2,3,20,10.0,0,0,1,14.4,14.4,4.4%
17,18,Samaje Perine(CIN),11,59,5.4,11,0,0,4,5,24,6.0,1,0,1,14.3,14.3,15.2%
18,19,AJ Dillon(GB),8,30,3.8,17,0,0,4,4,49,12.3,1,0,1,13.9,13.9,87.4%
19,20,Chuba Hubbard(CAR),24,101,4.2,26,0,0,5,6,33,6.6,0,0,1,13.4,13.4,58.1%
20,21,Josh Jacobs(LV),15,48,3.2,11,0,1,4,5,19,4.8,0,0,1,12.7,12.7,98.0%
21,22,Michael Carter(NYJ),10,38,3.8,9,0,1,3,3,20,6.7,0,0,1,11.8,11.8,79.1%
22,23,Cordarrelle Patterson(ATL),14,54,3.9,12,0,0,7,9,60,8.6,0,0,1,11.4,11.4,95.1%
23,24,Aaron Jones(GB),14,103,7.4,57,0,0,4,5,6,1.5,0,0,1,10.9,10.9,98.9%
24,25,Sony Michel(LAR),11,37,3.4,15,0,1,1,1,8,8.0,0,0,1,10.5,10.5,89.4%
25,26,Tony Pollard(DAL),14,75,5.4,17,0,0,4,4,28,7.0,0,0,1,10.3,10.3,75.3%
26,27,Mike Davis(ATL),13,53,4.1,17,0,1,2,5,8,4.0,0,1,1,10.1,10.1,49.7%
27,28,Damien Harris(NE),14,58,4.1,15,0,1,0,0,0,0,0,1,1,9.8,9.8,89.8%
28,29,James Conner(ARI),10,29,2.9,8,0,1,1,1,8,8.0,0,0,1,9.7,9.7,94.6%
29,30,Joe Mixon(CIN),10,33,3.3,10,0,1,1,1,2,2.0,0,0,1,9.5,9.5,98.1%
30,31,Giovani Bernard(TB),4,21,5.3,17,0,0,2,2,14,7.0,1,0,1,9.5,9.5,5.4%
31,32,Ty Johnson(NYJ),4,12,3.0,6,0,1,2,3,22,11.0,0,0,1,9.4,9.4,15.8%
32,33,Zack Moss(BUF),11,37,3.4,8,0,0,3,4,55,18.3,0,0,1,9.2,9.2,36.8%
33,34,Javonte Williams(DEN),8,61,7.6,49,0,0,3,3,25,8.3,0,0,1,8.6,8.6,92.7%
34,35,Khalil Herbert(CHI),18,75,4.2,11,0,0,0,0,0,0,0,0,1,7.5,7.5,13.4%
35,36,Alex Collins(SEA),15,47,3.1,13,0,0,2,3,25,12.5,0,0,1,7.2,7.2,18.8%
36,37,Jamaal Williams(DET),13,57,4.4,13,0,0,2,2,8,4.0,0,0,1,6.5,6.5,58.2%
37,38,Elijah Mitchell(SF),9,43,4.8,14,0,0,2,2,19,9.5,0,0,1,6.2,6.2,88.5%
38,39,Marlon Mack(IND),5,47,9.4,22,0,0,1,2,7,7.0,0,0,1,5.4,5.4,1.6%
39,40,David Johnson(HOU),2,5,2.5,3,0,0,5,6,46,9.2,0,0,1,5.1,5.1,35.4%
40,41,Miles Sanders(PHI),11,45,4.1,18,0,0,5,5,6,1.2,0,0,1,5.1,5.1,77.0%
41,42,Darrel Williams(KC),5,27,5.4,9,0,0,3,5,18,6.0,0,0,1,4.5,4.5,79.6%
42,43,Melvin Gordon III(DEN),9,34,3.8,8,0,0,2,2,9,4.5,0,0,1,4.3,4.3,87.8%
43,44,Mark Ingram II(NO),16,41,2.6,8,0,0,0,0,0,0,0,0,1,4.1,4.1,39.1%
44,45,DeeJay Dallas(SEA),4,7,1.8,4,0,0,2,2,32,16.0,0,0,1,3.9,3.9,2.3%
