Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Calvin Ridley(ATL),10,14,163,16.3,33,0,1,0,0,0,0,1,22.3,22.3,56.8%
2,DeAndre Hopkins(ARI),9,11,169,18.8,45,0,1,1,1,0,1,1,21.0,21.0,69.3%
3,Zach Pascal(IND),5,6,79,15.8,26,0,2,0,0,0,0,1,19.9,19.9,3.5%
4,Marvin Jones Jr.(JAC),10,12,112,11.2,39,0,1,0,0,0,0,1,17.2,17.2,55.4%
5,Corey Davis(NYJ),4,6,110,27.5,75,0,1,0,0,0,0,1,17.0,17.0,29.9%
6,Robert Woods(LAR),6,7,56,9.3,16,0,1,1,40,0,0,1,15.6,15.6,29.9%
7,Antonio Brown(FA),5,7,93,18.6,46,0,1,0,0,0,0,1,15.3,15.3,84.1%
8,Stefon Diggs(BUF),11,13,147,13.4,55,0,0,0,0,0,0,1,14.7,14.7,100.0%
9,Kendrick Bourne(NE),4,4,86,21.5,49,0,1,0,0,0,0,1,14.6,14.6,23.7%
10,CeeDee Lamb(DAL),5,7,85,17.0,45,0,0,0,0,0,0,1,14.5,14.5,99.7%
11,Greg Ward(PHI),4,5,15,3.8,12,0,2,0,0,0,0,1,13.5,13.5,0.1%
12,Brandon Aiyuk(SF),9,13,73,8.1,26,0,1,0,0,0,0,1,13.3,13.3,88.8%
13,DJ Moore(CAR),6,8,131,21.8,40,0,0,1,1,0,0,1,13.2,13.2,95.7%
14,Russell Gage(ATL),5,10,68,13.6,27,0,1,0,0,0,0,1,12.8,12.8,60.2%
15,Darnell Mooney(CHI),4,5,49,12.3,22,0,1,1,16,0,0,1,12.5,12.5,76.3%
16,Jarvis Landry(CLE),7,8,61,8.7,22,0,1,0,0,0,0,1,12.1,12.1,72.5%
17,Tyron Johnson(LV),3,5,61,20.3,26,0,1,0,0,0,0,1,12.1,12.1,0.0%
18,Diontae Johnson(PIT),8,13,59,7.4,23,0,1,0,0,0,0,1,11.9,11.9,98.1%
19,Chad Hansen(ATL),2,3,55,27.5,38,0,1,0,0,0,0,1,11.5,11.5,0.0%
20,Tyreek Hill(KC),6,10,53,8.8,19,0,1,1,1,0,0,1,11.4,11.4,100.0%
21,Cole Beasley(BUF),8,10,112,14.0,27,0,0,0,0,0,0,1,11.2,11.2,63.2%
22,Mike Evans(TB),6,7,110,18.3,32,0,0,0,0,0,0,1,11.0,11.0,97.8%
23,Justin Jefferson(MIN),8,11,104,13.0,26,0,0,0,0,0,0,1,10.4,10.4,99.9%
24,A.J. Brown(TEN),5,6,44,8.8,14,0,1,0,0,0,0,1,10.4,10.4,97.8%
25,Quez Watkins(PHI),3,4,40,13.3,32,0,1,0,0,0,0,1,10.0,10.0,1.3%
26,Marquise Brown(BAL),6,7,98,16.3,44,0,0,0,0,0,0,1,9.8,9.8,92.8%
27,Chris Godwin(TB),4,5,36,9.0,13,0,1,0,0,0,0,1,9.6,9.6,67.1%
28,Larry Fitzgerald(FA),3,4,35,11.7,15,0,1,0,0,0,0,1,9.5,9.5,0.3%
29,Jalen Guyton(LAC),4,6,91,22.8,53,0,0,1,4,0,0,1,9.5,9.5,7.1%
30,Keke Coutee(IND),5,7,53,10.6,15,0,1,0,0,0,1,1,9.3,9.3,0.0%
31,Jakobi Meyers(NE),7,10,111,15.9,35,0,0,0,0,0,1,1,9.1,9.1,66.5%
32,Lil'Jordan Humphrey(NO),2,4,29,14.5,17,0,1,0,0,0,0,1,8.9,8.9,0.2%
33,Michael Gallup(DAL),3,4,26,8.7,12,0,1,0,0,0,0,1,8.6,8.6,72.8%
34,Allen Robinson II(CHI),4,5,83,20.8,35,0,0,0,0,0,0,1,8.3,8.3,53.7%
35,Jake Kumerow(BUF),1,1,22,22.0,22,0,1,0,0,0,0,1,8.2,8.2,0.1%
36,Terry McLaurin(WAS),7,12,77,11.0,30,0,0,0,0,0,0,1,7.7,7.7,97.0%
37,Mecole Hardman(KC),3,9,22,7.3,9,0,1,1,-5,0,0,1,7.7,7.7,29.2%
38,Rashard Higgins(CLE),4,5,76,19.0,22,0,0,0,0,0,0,1,7.6,7.6,0.7%
39,Emmanuel Sanders(BUF),4,5,76,19.0,51,0,0,0,0,0,0,1,7.6,7.6,46.6%
40,Darius Slayton(NYG),4,9,74,18.5,35,0,0,0,0,0,0,1,7.4,7.4,4.3%
41,Chris Conley(HOU),1,3,13,13.0,13,0,1,0,0,0,0,1,7.3,7.3,0.4%
42,Dez Bryant(FA),1,3,11,11.0,11,0,1,0,0,0,0,1,7.1,7.1,2.6%
43,T.Y. Hilton(IND),4,6,71,17.8,41,0,0,0,0,0,0,1,7.1,7.1,16.8%
44,Adam Thielen(MIN),2,3,11,5.5,8,0,1,0,0,0,0,1,7.1,7.1,82.7%
45,Jamison Crowder(NYJ),6,8,66,11.0,24,0,0,0,0,0,0,1,6.6,6.6,23.6%
46,Miles Boykin(BAL),1,2,4,4.0,4,0,1,0,0,0,0,1,6.4,6.4,0.0%
47,Alshon Jeffery(FA),2,3,63,31.5,39,0,0,0,0,0,0,1,6.3,6.3,0.1%
48,Sammy Watkins(BAL),4,6,60,15.0,23,0,0,0,0,0,0,1,6.0,6.0,7.0%
49,Brandin Cooks(HOU),6,7,59,9.8,16,0,0,0,0,0,0,1,5.9,5.9,92.7%
50,Allen Lazard(GB),5,6,56,11.2,22,0,0,0,0,0,0,1,5.6,5.6,23.4%
51,Donovan Peoples-Jones(CLE),3,3,55,18.3,19,0,0,0,0,0,0,1,5.5,5.5,14.3%
52,D.J. Chark Jr.(JAC),4,5,53,13.3,22,0,0,0,0,0,0,1,5.3,5.3,17.9%
53,Nelson Agholor(NE),4,8,49,12.3,30,0,0,0,0,0,0,1,4.9,4.9,13.6%
54,Chase Claypool(PIT),3,8,54,18.0,37,0,0,1,-6,0,0,1,4.8,4.8,85.4%
55,Sterling Shepard(NYG),4,7,51,12.8,22,0,0,1,-3,0,0,1,4.8,4.8,23.7%
56,Curtis Samuel(WAS),4,9,42,10.5,16,0,0,2,6,0,0,1,4.8,4.8,15.7%
57,Laviska Shenault Jr.(JAC),5,6,43,8.6,21,0,0,2,1,0,0,1,4.4,4.4,34.3%
58,D.K. Metcalf(SEA),5,6,43,8.6,15,0,0,0,0,0,0,1,4.3,4.3,98.9%
59,Davante Adams(GB),7,10,42,6.0,14,0,0,0,0,0,0,1,4.2,4.2,100.0%
60,A.J. Green(ARI),2,3,40,20.0,30,0,0,0,0,0,0,1,4.0,4.0,51.8%
61,KJ Hill Jr.(FA),3,3,39,13.0,25,0,0,0,0,0,0,1,3.9,3.9,0.1%
62,Jalen Reagor(PHI),5,8,49,9.8,23,0,0,1,-10,0,0,1,3.9,3.9,13.3%
63,Cooper Kupp(LAR),5,5,39,7.8,16,0,0,0,0,0,0,1,3.9,3.9,100.0%
64,Mohamed Sanu Sr.(SF),4,5,38,9.5,14,0,0,0,0,0,0,1,3.8,3.8,0.1%
65,KeeSean Johnson(SF),2,3,38,19.0,32,0,0,0,0,0,0,1,3.8,3.8,0.0%
66,Richie James Jr.(SF),4,7,56,14.0,23,0,0,0,0,0,1,1,3.6,3.6,0.0%
67,Quintez Cephus(DET),1,3,36,36.0,36,0,0,0,0,0,0,1,3.6,3.6,0.8%
68,Tyler Lockett(SEA),4,7,34,8.5,15,0,0,0,0,0,0,1,3.4,3.4,97.5%
69,Christian Kirk(ARI),3,4,33,11.0,16,0,0,0,0,0,0,1,3.3,3.3,79.5%
70,Tee Higgins(CIN),3,6,31,10.3,14,0,0,0,0,0,0,1,3.1,3.1,95.2%
71,Travis Fulgham(DEN),2,2,30,15.0,18,0,0,0,0,0,0,1,3.0,3.0,0.0%
72,Demarcus Robinson(KC),2,3,27,13.5,23,0,0,0,0,0,0,1,2.7,2.7,0.8%
73,Cam Sims(WAS),5,8,26,5.2,10,0,0,0,0,0,0,1,2.6,2.6,0.1%
74,Tre'Quan Smith(NO),1,2,25,25.0,25,0,0,0,0,0,0,1,2.5,2.5,7.5%
75,Damiere Byrd(CHI),3,4,24,8.0,23,0,0,0,0,0,0,1,2.4,2.4,0.1%
76,Mike Williams(LAC),2,2,22,11.0,14,0,0,0,0,0,0,1,2.2,2.2,91.9%
77,Keelan Cole Sr.(NYJ),2,2,22,11.0,14,0,0,0,0,0,0,1,2.2,2.2,1.0%
78,Chad Beebe(FA),2,2,21,10.5,12,0,0,0,0,0,0,1,2.1,2.1,0.0%
79,Breshad Perriman(TB),1,1,21,21.0,21,0,0,0,0,0,0,1,2.1,2.1,2.5%
80,Danny Amendola(HOU),3,4,20,6.7,11,0,0,0,0,0,0,1,2.0,2.0,0.1%
81,Robby Anderson(CAR),2,5,21,10.5,15,0,0,1,-1,0,0,1,2.0,2.0,42.2%
82,Jamal Agnew(JAC),1,1,13,13.0,13,0,0,1,7,0,0,1,2.0,2.0,1.2%
83,Scotty Miller(TB),3,3,20,6.7,14,0,0,0,0,0,0,1,2.0,2.0,0.7%
84,Jerry Jeudy(DEN),1,5,19,19.0,19,0,0,0,0,0,0,1,1.9,1.9,65.4%
85,Michael Pittman Jr.(IND),2,3,19,9.5,13,0,0,0,0,0,0,1,1.9,1.9,92.6%
86,Isaiah Ford(MIA),3,3,18,6.0,8,0,0,0,0,0,0,1,1.8,1.8,0.0%
87,Gabriel Davis(BUF),2,5,18,9.0,11,0,0,0,0,0,0,1,1.8,1.8,22.3%
88,Mack Hollins(MIA),2,3,18,9.0,10,0,0,0,0,0,0,1,1.8,1.8,0.2%
89,Denzel Mims(NYJ),3,4,18,6.0,11,0,0,0,0,0,0,1,1.8,1.8,0.7%
90,Noah Brown(DAL),1,6,13,13.0,13,0,0,1,4,0,0,1,1.7,1.7,0.1%
91,Keenan Allen(LAC),1,3,17,17.0,17,0,0,1,-1,0,0,1,1.6,1.6,99.3%
92,David Moore(FA),2,4,10,5.0,9,0,0,1,5,0,0,1,1.5,1.5,0.0%
93,Isaiah Wright(FA),2,2,15,7.5,10,0,0,0,0,0,0,1,1.5,1.5,0.0%
94,Tim Patrick(DEN),3,4,14,4.7,10,0,0,0,0,0,0,1,1.4,1.4,17.6%
95,Laquon Treadwell(JAC),1,1,14,14.0,14,0,0,0,0,0,0,1,1.4,1.4,2.5%
96,Anthony Miller(PIT),1,1,13,13.0,13,0,0,0,0,0,0,1,1.3,1.3,0.3%
97,Golden Tate(FA),2,3,13,6.5,14,0,0,0,0,0,0,1,1.3,1.3,0.1%
98,N'Keal Harry(NE),1,2,12,12.0,12,0,0,0,0,0,0,1,1.2,1.2,0.2%
99,Steven Sims Jr.(PIT),1,2,11,11.0,11,0,0,0,0,0,0,1,1.1,1.1,0.0%
