Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Tyler Lockett(SEA),15,20,200,13.3,47,0,3,0,0,0,0,1,38.0,38.0,97.5%
2,Davante Adams(GB),13,16,196,15.1,45,0,2,0,0,0,0,1,31.6,31.6,100.0%
3,DJ Moore(CAR),4,5,93,23.3,74,0,2,0,0,0,0,1,21.3,21.3,95.7%
4,A.J. Brown(TEN),6,8,153,25.5,73,0,1,0,0,0,0,1,21.3,21.3,97.8%
5,Diontae Johnson(PIT),9,15,80,8.9,14,0,2,0,0,0,0,1,20.0,20.0,98.1%
6,Scotty Miller(TB),6,9,109,18.2,35,0,1,0,0,0,0,1,16.9,16.9,0.7%
7,Tyler Boyd(CIN),11,13,101,9.2,16,0,1,0,0,0,0,1,16.7,16.7,71.3%
8,Nelson Agholor(NE),5,9,107,21.4,44,0,1,0,0,0,0,1,16.7,16.7,13.6%
9,Christian Kirk(ARI),5,8,37,7.4,16,0,2,0,0,0,0,1,15.7,15.7,79.5%
10,Terry McLaurin(WAS),7,11,90,12.9,52,0,1,0,0,0,0,1,15.0,15.0,97.0%
11,Calvin Ridley(ATL),5,7,69,13.8,27,0,1,0,0,0,0,1,14.9,14.9,56.8%
12,Chris Godwin(TB),9,9,88,9.8,23,0,1,0,0,0,0,1,14.8,14.8,67.1%
13,Jalen Guyton(LAC),2,3,84,42.0,70,0,1,0,0,0,0,1,14.4,14.4,7.1%
14,DeAndre Hopkins(ARI),10,12,103,10.3,35,0,1,0,0,0,1,1,14.3,14.3,69.3%
15,Tee Higgins(CIN),5,5,71,14.2,27,0,1,1,7,0,0,1,13.8,13.8,95.2%
16,Keenan Allen(LAC),10,13,125,12.5,27,0,0,0,0,0,0,1,12.5,12.5,99.3%
17,Sterling Shepard(NYG),6,8,59,9.8,29,0,1,0,0,0,0,1,11.9,11.9,23.7%
18,Donovan Peoples-Jones(CLE),3,3,56,18.7,24,0,1,0,0,0,0,1,11.6,11.6,14.3%
19,Tyreek Hill(KC),6,10,55,9.2,15,0,1,0,0,0,0,1,11.5,11.5,100.0%
20,Brandon Aiyuk(SF),6,7,115,19.2,35,0,0,0,0,0,0,1,11.5,11.5,88.8%
21,Kenny Golladay(NYG),6,7,114,19.0,29,0,0,0,0,0,0,1,11.4,11.4,51.8%
22,Curtis Samuel(WAS),6,6,48,8.0,22,0,0,1,5,1,0,1,11.3,11.3,15.7%
23,Cole Beasley(BUF),11,12,112,10.2,23,0,0,0,0,0,0,1,11.2,11.2,63.2%
24,Josh Reynolds(DET),4,8,52,13.0,21,0,1,0,0,0,0,1,11.2,11.2,6.9%
25,Rashard Higgins(CLE),6,6,110,18.3,30,0,0,0,0,0,0,1,11.0,11.0,0.7%
26,Deonte Harty(NO),4,5,46,11.5,18,0,1,0,0,0,0,1,10.6,10.6,8.7%
27,Greg Ward(PHI),5,6,42,8.4,14,0,1,0,0,0,0,1,10.2,10.2,0.1%
28,Golden Tate(FA),1,2,39,39.0,39,0,1,0,0,0,0,1,9.9,9.9,0.1%
29,Julio Jones(TEN),8,9,97,12.1,28,0,0,0,0,0,0,1,9.7,9.7,60.7%
30,Corey Davis(NYJ),6,10,35,5.8,7,0,1,0,0,0,0,1,9.5,9.5,29.9%
31,William Fuller V(MIA),3,6,35,11.7,24,0,1,0,0,0,0,1,9.5,9.5,22.8%
32,Randall Cobb(GB),8,10,95,11.9,28,0,0,0,0,0,0,1,9.5,9.5,7.6%
33,Chris Conley(HOU),1,2,28,28.0,28,0,1,0,0,0,0,1,8.8,8.8,0.4%
34,Amari Cooper(DAL),7,7,80,11.4,32,0,0,1,5,0,0,1,8.5,8.5,97.7%
35,JuJu Smith-Schuster(FA),9,14,85,9.4,28,0,0,0,0,0,0,1,8.5,8.5,18.5%
36,A.J. Green(ARI),7,13,82,11.7,22,0,0,0,0,0,0,1,8.2,8.2,51.8%
37,Marvin Jones Jr.(JAC),5,6,80,16.0,23,0,0,0,0,0,0,1,8.0,8.0,55.4%
38,Marquez Callaway(NO),8,10,75,9.4,15,0,0,0,0,0,0,1,7.5,7.5,28.6%
39,Joe Reed(LAC),0,0,0,0,0,0,0,2,14,1,0,1,7.4,7.4,0.0%
40,Robby Anderson(CAR),6,8,74,12.3,26,0,0,0,0,0,0,1,7.4,7.4,42.2%
41,Travis Fulgham(DEN),5,11,73,14.6,40,0,0,0,0,0,0,1,7.3,7.3,0.0%
42,Deebo Samuel(SF),5,5,65,13.0,23,0,0,3,7,0,0,1,7.2,7.2,98.8%
43,Allen Robinson II(CHI),4,4,70,17.5,42,0,0,0,0,0,0,1,7.0,7.0,53.7%
44,Mecole Hardman(KC),2,2,57,28.5,38,0,0,1,13,0,0,1,7.0,7.0,29.2%
45,Malik Taylor(GB),2,2,6,3.0,5,0,1,0,0,0,0,1,6.6,6.6,0.1%
46,Tyler Johnson(TB),2,2,4,2.0,3,0,1,0,0,0,0,1,6.4,6.4,4.7%
47,Jakobi Meyers(NE),4,6,60,15.0,21,0,0,1,2,0,0,1,6.2,6.2,66.5%
48,Danny Amendola(HOU),3,4,62,20.7,36,0,0,0,0,0,0,1,6.2,6.2,0.1%
49,Larry Fitzgerald(FA),8,8,62,7.8,12,0,0,0,0,0,0,1,6.2,6.2,0.3%
50,Jarvis Landry(CLE),5,6,48,9.6,28,0,0,2,4,0,0,1,6.0,6.0,72.5%
51,Brandin Cooks(HOU),7,9,60,8.6,12,0,0,0,0,0,0,1,6.0,6.0,92.7%
52,Byron Pringle(KC),0,0,0,0,0,0,0,0,0,0,0,1,6.0,6.0,2.7%
53,John Hightower(PHI),1,2,59,59.0,59,0,0,0,0,0,0,1,5.9,5.9,0.0%
54,Cooper Kupp(LAR),6,6,43,7.2,13,0,0,1,16,0,0,1,5.9,5.9,100.0%
55,David Moore(FA),3,3,54,18.0,18,0,0,1,4,0,0,1,5.8,5.8,0.0%
56,Tre'Quan Smith(NO),4,4,54,13.5,23,0,0,0,0,0,0,1,5.4,5.4,7.5%
57,Mike Thomas(CIN),2,3,54,27.0,29,0,0,0,0,0,0,1,5.4,5.4,0.1%
58,Russell Gage(ATL),6,7,54,9.0,16,0,0,0,0,0,0,1,5.4,5.4,60.2%
59,Stefon Diggs(BUF),6,11,48,8.0,12,0,0,0,0,0,0,1,4.8,4.8,100.0%
60,DeSean Jackson(LV),3,5,34,11.3,15,0,0,1,12,0,0,1,4.6,4.6,4.4%
61,Henry Ruggs III(FA),2,3,35,17.5,29,0,0,1,10,0,0,1,4.5,4.5,10.9%
62,Tim Patrick(DEN),3,4,44,14.7,27,0,0,0,0,0,0,1,4.4,4.4,17.6%
63,Laviska Shenault Jr.(JAC),3,3,44,14.7,36,0,0,1,0,0,0,1,4.4,4.4,34.3%
64,Hunter Renfrow(LV),4,6,42,10.5,15,0,0,0,0,0,0,1,4.2,4.2,89.8%
65,Denzel Mims(NYJ),4,7,42,10.5,16,0,0,0,0,0,0,1,4.2,4.2,0.7%
66,Darnell Mooney(CHI),3,7,40,13.3,19,0,0,0,0,0,0,1,4.0,4.0,76.3%
67,Mike Evans(TB),2,2,37,18.5,22,0,0,0,0,0,0,1,3.7,3.7,97.8%
68,Braxton Berrios(NYJ),4,7,35,8.8,22,0,0,0,0,0,0,1,3.5,3.5,6.3%
69,Kenny Stills(NO),2,4,34,17.0,18,0,0,0,0,0,0,1,3.4,3.4,0.1%
70,KJ Hamler(DEN),2,3,24,12.0,21,0,0,1,10,0,0,1,3.4,3.4,0.8%
71,Breshad Perriman(TB),2,2,27,13.5,19,0,0,0,0,0,0,1,2.7,2.7,2.5%
72,D.J. Chark Jr.(JAC),1,7,26,26.0,26,0,0,0,0,0,0,1,2.6,2.6,17.9%
73,DaeSean Hamilton(FA),2,3,26,13.0,13,0,0,0,0,0,0,1,2.6,2.6,0.0%
74,Robert Woods(LAR),3,5,22,7.3,13,0,0,4,23,0,1,1,2.5,2.5,29.9%
75,D.K. Metcalf(SEA),2,5,23,11.5,17,0,0,0,0,0,0,1,2.3,2.3,98.9%
76,Darius Slayton(NYG),2,3,23,11.5,12,0,0,0,0,0,0,1,2.3,2.3,4.3%
77,Cam Sims(WAS),1,1,22,22.0,22,0,0,0,0,0,0,1,2.2,2.2,0.1%
78,Jerry Jeudy(DEN),2,4,20,10.0,13,0,0,0,0,0,0,1,2.0,2.0,65.4%
79,Anthony Miller(PIT),3,5,20,6.7,8,0,0,0,0,0,0,1,2.0,2.0,0.3%
80,Adam Humphries(WAS),1,3,19,19.0,19,0,0,0,0,0,0,1,1.9,1.9,0.8%
81,Damiere Byrd(CHI),1,2,16,16.0,16,0,0,0,0,0,0,1,1.6,1.6,0.1%
82,Van Jefferson(LAR),1,1,14,14.0,14,0,0,0,0,0,0,1,1.4,1.4,68.1%
83,Julian Edelman(FA),1,3,13,13.0,13,0,0,0,0,0,0,1,1.3,1.3,13.1%
84,Collin Johnson(NYG),1,1,13,13.0,13,0,0,0,0,0,0,1,1.3,1.3,0.1%
85,Ray-Ray McCloud(PIT),2,2,12,6.0,9,0,0,0,0,0,0,1,1.2,1.2,1.0%
86,Cordarrelle Patterson(ATL),3,4,11,3.7,7,0,0,3,1,0,0,1,1.2,1.2,95.1%
87,Keelan Cole Sr.(NYJ),1,2,12,12.0,12,0,0,0,0,0,0,1,1.2,1.2,1.0%
88,Gabriel Davis(BUF),1,3,11,11.0,11,0,0,0,0,0,0,1,1.1,1.1,22.3%
89,Marcus Kemp(KC),1,1,11,11.0,11,0,0,0,0,0,0,1,1.1,1.1,0.0%
90,Tyron Johnson(LV),0,1,0,0,0,0,0,2,10,0,0,1,1.0,1.0,0.0%
91,Marquez Valdes-Scantling(GB),0,4,0,0,0,0,0,1,9,0,0,1,0.9,0.9,36.0%
92,Javon Wims(LV),1,2,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,0.0%
93,J.J. Arcega-Whiteside(PHI),1,1,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,0.1%
94,Andy Isabella(ARI),1,3,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,0.1%
95,N'Keal Harry(NE),1,2,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,0.2%
96,Austin Carr(FA),1,1,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,0.0%
97,Mike Williams(LAC),1,3,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,91.9%
98,Brandon Zylstra(CAR),1,1,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,0.1%
99,Brandon Powell(LAR),1,2,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,0.0%
100,Demarcus Robinson(KC),1,1,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,0.8%
101,Isaiah McKenzie(BUF),2,2,14,7.0,8,0,0,1,-11,0,0,1,0.3,0.3,5.5%
102,CeeDee Lamb(DAL),0,5,0,0,0,0,0,1,1,0,0,1,0.1,0.1,99.7%
103,Quartney Davis(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
104,Juwan Johnson(NO),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.9%
105,Isaiah Hodgins(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
106,Aaron Fuller(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
107,Lynn Bowden Jr.(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
108,Tyler Vaughns(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
109,Tarik Black(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
110,Easop Winston Jr.(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
111,Kalija Lipscomb(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
112,Antonio Gandy-Golden(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
113,James Proche II(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
114,Quintez Cephus(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
115,Michael Pittman Jr.(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.6%
116,Steven Sims Jr.(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
117,Jason Moore Jr.(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
118,Nsimba Webster(CHI),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
119,Alex Bachman(NYG),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
120,Malik Henry(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
121,Olamide Zaccheaus(ATL),0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.8%
122,D.J. Montgomery(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
123,Devin Duvernay(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4%
124,Gunner Olszewski(NE),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%
125,Justin Jefferson(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.9%
126,DeVonta Smith(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.6%
127,Jalen Reagor(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3%
128,Thomas Ives(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
129,Tom Kennedy(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
130,Darrius Shepherd(FA),0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
131,Jauan Jennings(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6%
132,Dezmon Patmon(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
133,Dazz Newsome(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
134,Kadarius Toney(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6%
135,Seth Williams(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
136,T.J. Vasher(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
137,Ihmir Smith-Marsette(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
138,Elijah Moore(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.1%
139,Dyami Brown(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4%
