Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,William Fuller V(MIA),14,16,217,15.5,44,4,3,0,0,0,0,1,39.7,39.7,22.8%
2,Michael Thomas(NO),11,13,182,16.5,42,3,2,0,0,0,0,1,30.2,30.2,20.6%
3,Amari Cooper(DAL),11,14,226,20.5,53,5,1,0,0,0,0,1,28.6,28.6,97.7%
4,D.J. Chark Jr.(JAC),8,11,164,20.5,37,4,2,0,0,0,0,1,28.4,28.4,17.9%
5,Adam Thielen(MIN),7,8,130,18.6,44,2,2,0,0,0,0,1,25.0,25.0,82.7%
6,Chris Godwin(TB),7,9,125,17.9,26,3,2,0,0,0,0,1,24.5,24.5,67.1%
7,Allen Robinson II(CHI),7,9,97,13.9,32,1,2,0,0,0,0,1,21.7,21.7,53.7%
8,Tyler Boyd(CIN),10,14,123,12.3,42,2,1,0,0,0,0,1,18.3,18.3,71.3%
9,Cooper Kupp(LAR),9,17,117,13.0,26,2,1,0,0,0,0,1,17.7,17.7,100.0%
10,Michael Gallup(DAL),7,14,113,16.1,40,2,1,0,0,0,0,1,17.3,17.3,72.8%
11,Julian Edelman(FA),8,9,110,13.8,31,1,1,0,0,0,0,1,17.0,17.0,13.1%
12,Byron Pringle(KC),6,8,103,17.2,28,3,1,0,0,0,0,1,16.3,16.3,2.7%
13,Courtland Sutton(DEN),4,7,92,23.0,70,1,1,0,0,0,0,1,15.2,15.2,67.5%
14,Calvin Ridley(ATL),5,9,88,17.6,29,2,1,0,0,0,0,1,14.8,14.8,56.8%
15,Steven Sims Jr.(PIT),2,3,1,0.5,5,0,0,1,65,1,0,1,12.6,12.6,0.0%
16,Darius Slayton(NYG),4,5,62,15.5,35,1,1,0,0,0,0,1,12.2,12.2,4.3%
17,JuJu Smith-Schuster(FA),7,7,75,10.7,35,1,1,0,0,0,1,1,11.5,11.5,18.5%
18,D.K. Metcalf(SEA),2,3,44,22.0,40,1,1,0,0,0,0,1,10.4,10.4,98.9%
19,Mohamed Sanu Sr.(SF),5,5,42,8.4,14,0,1,1,1,0,0,1,10.3,10.3,0.1%
20,Tyler Lockett(SEA),4,4,51,12.8,17,0,1,1,-8,0,0,1,10.3,10.3,97.5%
21,Ted Ginn Jr.(FA),2,2,35,17.5,33,1,1,1,1,0,0,1,9.6,9.6,0.0%
22,DJ Moore(CAR),6,8,91,15.2,52,1,0,0,0,0,0,1,9.1,9.1,95.7%
23,Duke Williams(FA),4,4,29,7.3,11,0,1,0,0,0,0,1,8.9,8.9,0.0%
24,DeAndre Hopkins(ARI),7,8,88,12.6,29,2,0,0,0,0,0,1,8.8,8.8,69.3%
25,Auden Tate(CIN),3,6,26,8.7,15,0,1,0,0,0,0,1,8.6,8.6,0.1%
26,Marquise Brown(BAL),3,5,22,7.3,11,0,1,0,0,0,0,1,8.2,8.2,92.8%
27,Dede Westbrook(MIN),7,11,82,11.7,30,1,0,0,0,0,0,1,8.2,8.2,0.1%
28,Vyncint Smith(TB),0,0,0,0,0,0,0,1,19,1,0,1,7.9,7.9,0.0%
29,John Brown(FA),5,5,75,15.0,21,1,0,0,0,0,0,1,7.5,7.5,1.3%
30,Jarvis Landry(CLE),4,6,75,18.8,25,2,0,0,0,0,0,1,7.5,7.5,72.5%
31,Mike Williams(LAC),6,13,74,12.3,20,1,0,0,0,0,0,1,7.4,7.4,91.9%
32,Mecole Hardman(KC),4,6,79,19.8,31,1,0,1,-6,0,0,1,7.3,7.3,29.2%
33,Keke Coutee(IND),3,4,72,24.0,51,1,0,0,0,0,0,1,7.2,7.2,0.0%
34,David Moore(FA),1,2,10,10.0,10,0,1,0,0,0,0,1,7.0,7.0,0.0%
35,Josh Gordon(KC),5,8,59,11.8,24,1,0,0,0,0,0,1,5.9,5.9,1.8%
36,Larry Fitzgerald(FA),6,8,58,9.7,17,0,0,0,0,0,0,1,5.8,5.8,0.3%
37,Marquise Goodwin(CHI),3,4,41,13.7,17,0,0,1,15,0,0,1,5.6,5.6,0.3%
38,Brandin Cooks(HOU),1,3,29,29.0,29,1,0,1,27,0,0,1,5.6,5.6,92.7%
39,Randall Cobb(GB),3,6,53,17.7,25,1,0,0,0,0,0,1,5.3,5.3,7.6%
40,James Washington(PIT),3,6,52,17.3,26,2,0,0,0,0,0,1,5.2,5.2,1.5%
41,Alshon Jeffery(FA),6,8,52,8.7,13,0,0,0,0,0,0,1,5.2,5.2,0.1%
42,Anthony Miller(PIT),4,7,52,13.0,32,1,0,0,0,0,0,1,5.2,5.2,0.3%
43,Isaiah McKenzie(BUF),2,2,52,26.0,46,1,0,0,0,0,0,1,5.2,5.2,5.5%
44,Willie Snead IV(FA),4,5,51,12.8,23,1,0,0,0,0,0,1,5.1,5.1,0.1%
