Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
1,Ezekiel Elliott(DAL),19,91,4.8,12,0,2,1,2,14,14.0,0,0,1,22.5,22.5,99.7%
2,Miles Sanders(PHI),11,80,7.3,74,0,2,2,4,19,9.5,0,0,1,21.9,21.9,77.0%
3,Todd Gurley II(FA),14,121,8.6,35,0,1,4,5,29,7.3,0,0,1,21.0,21.0,0.4%
4,Mike Davis(ATL),16,89,5.6,15,0,0,9,10,60,6.7,1,0,1,20.9,20.9,49.7%
5,Josh Jacobs(LV),23,77,3.3,7,0,2,2,3,8,4.0,0,0,1,20.5,20.5,98.0%
6,Darrell Henderson Jr.(LAR),15,38,2.5,7,0,1,3,4,30,10.0,1,0,1,18.8,18.8,76.0%
7,Derrick Henry(TEN),19,57,3.0,12,0,2,1,2,6,6.0,0,0,1,18.3,18.3,78.0%
8,Kareem Hunt(CLE),20,72,3.6,10,0,0,3,4,21,7.0,1,0,1,15.3,15.3,82.1%
9,Chase Edmonds(ARI),3,36,12.0,29,0,1,5,6,56,11.2,0,0,1,15.2,15.2,85.1%
10,Myles Gaskin(MIA),16,57,3.6,21,0,1,5,5,34,6.8,0,0,1,15.1,15.1,83.2%
11,Dalvin Cook(MIN),17,65,3.8,10,0,1,5,5,24,4.8,0,0,1,14.9,14.9,100.0%
12,Devonta Freeman(BAL),17,60,3.5,9,0,1,2,3,27,13.5,0,0,1,14.7,14.7,74.2%
13,Chris Carson(SEA),8,52,6.5,29,0,1,6,7,27,4.5,0,0,1,13.9,13.9,31.7%
14,Alexander Mattison(MIN),20,112,5.6,25,0,0,3,3,24,8.0,0,0,1,13.6,13.6,75.0%
15,Jonathan Taylor(IND),12,57,4.8,10,0,1,2,3,17,8.5,0,0,1,13.4,13.4,100.0%
16,T.J. Yeldon(FA),7,52,7.4,34,0,0,1,3,22,22.0,1,0,1,13.4,13.4,0.0%
17,Ronald Jones II(TB),17,106,6.2,37,0,0,3,5,19,6.3,0,0,1,12.5,12.5,83.5%
18,James Conner(ARI),15,44,2.9,25,0,1,3,3,19,6.3,0,0,1,12.3,12.3,94.6%
19,Kenyan Drake(LV),18,60,3.3,10,0,1,1,1,2,2.0,0,0,1,12.2,12.2,29.4%
20,Raheem Mostert(SF),11,90,8.2,37,0,0,3,3,29,9.7,0,0,1,11.9,11.9,13.0%
21,David Montgomery(CHI),10,29,2.9,7,0,1,7,8,30,4.3,0,0,1,11.9,11.9,98.7%
22,Alvin Kamara(NO),11,45,4.1,10,0,0,8,10,74,9.3,0,0,1,11.9,11.9,100.0%
23,David Johnson(HOU),17,96,5.6,29,0,0,2,4,7,3.5,0,0,1,10.3,10.3,35.4%
24,Justin Jackson(LAC),15,71,4.7,36,0,0,5,6,23,4.6,0,0,1,9.4,9.4,42.5%
25,Joe Mixon(CIN),24,59,2.5,7,0,0,6,8,35,5.8,0,0,1,9.4,9.4,98.1%
26,Clyde Edwards-Helaire(KC),10,40,4.0,9,0,0,3,8,40,13.3,0,0,1,8.0,8.0,86.8%
27,Kyle Juszczyk(SF),2,11,5.5,7,0,1,0,1,0,0,0,0,1,7.1,7.1,1.0%
28,Le'Veon Bell(FA),13,60,4.6,13,0,0,1,1,7,7.0,0,0,1,6.7,6.7,5.4%
29,Devontae Booker(FA),7,62,8.9,43,0,0,1,1,5,5.0,0,0,1,6.7,6.7,23.3%
30,Cam Akers(LAR),9,61,6.8,46,0,0,0,0,0,0,0,0,1,6.1,6.1,13.8%
31,Matt Breida(BUF),9,28,3.1,12,0,0,1,1,31,31.0,0,0,1,5.9,5.9,8.2%
32,Mark Ingram II(NO),11,57,5.2,20,0,0,0,0,0,0,0,0,1,5.7,5.7,39.1%
33,Latavius Murray(BAL),8,34,4.3,8,0,0,2,2,23,11.5,0,0,1,5.7,5.7,22.2%
34,J.K. Dobbins(BAL),1,34,34.0,34,0,0,3,3,21,7.0,0,0,1,5.5,5.5,10.3%
35,Brian Hill(SF),6,39,6.5,11,0,0,2,2,15,7.5,0,0,1,5.4,5.4,0.1%
36,Antonio Gibson(WAS),11,27,2.5,6,0,0,5,5,24,4.8,0,0,1,5.1,5.1,95.9%
37,James Robinson(JAC),13,48,3.7,14,0,0,5,7,22,4.4,0,1,1,5.0,5.0,76.3%
38,J.D. McKissic(WAS),1,3,3.0,3,0,0,6,8,46,7.7,0,0,1,4.9,4.9,32.9%
39,Chris Thompson(FA),2,7,3.5,4,0,0,3,3,35,11.7,0,0,1,4.2,4.2,0.0%
40,Darrel Williams(KC),1,4,4.0,4,0,0,1,5,15,15.0,0,0,1,3.9,3.9,79.6%
41,Joshua Kelley(LAC),11,29,2.6,9,0,0,1,1,9,9.0,0,0,1,3.8,3.8,1.1%
42,D'Ernest Johnson(CLE),8,32,4.0,28,0,0,1,1,4,4.0,0,0,1,3.6,3.6,18.7%
43,Devin Singletary(BUF),11,25,2.3,6,0,0,1,1,8,8.0,0,0,1,3.3,3.3,89.1%
44,Tony Pollard(DAL),6,30,5.0,13,0,0,2,3,2,1.0,0,0,1,3.2,3.2,75.3%
45,Jeremy McNichols(FA),9,28,3.1,7,0,0,1,1,3,3.0,0,0,1,3.1,3.1,7.6%
46,Frank Gore(FA),9,30,3.3,11,0,0,0,0,0,0,0,0,1,3.0,3.0,12.2%
47,Jalen Richard(FA),1,4,4.0,4,0,0,4,5,26,6.5,0,0,1,3.0,3.0,0.7%
48,Nyheim Hines(IND),3,8,2.7,5,0,0,2,4,22,11.0,0,0,1,3.0,3.0,44.8%
49,Jeff Wilson Jr.(SF),4,27,6.8,9,0,0,0,1,0,0,0,0,1,2.7,2.7,56.1%
50,Gus Edwards(BAL),7,25,3.6,6,0,0,0,3,0,0,0,0,1,2.5,2.5,9.6%
51,Alec Ingold(LV),0,0,0,0,0,0,2,4,25,12.5,0,0,1,2.5,2.5,0.1%
52,Malcolm Brown(MIA),8,30,3.8,12,0,0,1,2,-6,-6.0,0,0,1,2.4,2.4,3.6%
53,Wayne Gallman Jr.(MIN),5,24,4.8,13,0,0,2,2,0,0.0,0,0,1,2.4,2.4,1.0%
54,Duke Johnson Jr.(MIA),3,8,2.7,3,0,0,1,1,11,11.0,0,0,1,1.9,1.9,7.4%
55,Mike Boone(DEN),2,19,9.5,12,0,0,0,0,0,0,0,0,1,1.9,1.9,1.5%
56,Benny Snell Jr.(PIT),7,19,2.7,8,0,0,0,0,0,0,0,0,1,1.9,1.9,0.9%
57,Travis Homer(SEA),3,14,4.7,6,0,0,0,0,0,0,0,0,1,1.4,1.4,0.3%
58,Darrynton Evans(TEN),2,12,6.0,9,0,0,0,0,0,0,0,0,1,1.2,1.2,0.9%
59,Patrick Ricard(BAL),0,0,0,0,0,0,1,2,7,7.0,0,0,1,0.7,0.7,0.1%
