,Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Todd Gurley II(FA),28,208,7.4,29,4,2,2,5,17,8.5,0,0,1,34.5,34.5,0.4%
1,2,Melvin Gordon III(DEN),18,132,7.3,16,0,3,2,4,18,9.0,0,0,1,33.0,33.0,87.8%
2,3,Saquon Barkley(NYG),13,130,10.0,50,2,1,9,12,99,11.0,0,0,1,28.9,28.9,97.6%
3,4,James Conner(ARI),19,111,5.8,26,2,2,4,7,18,4.5,0,0,1,24.9,24.9,94.6%
4,5,Kareem Hunt(CLE),10,80,8.0,31,2,0,5,6,105,21.0,1,0,1,24.5,24.5,82.1%
5,6,Sony Michel(LAR),24,106,4.4,15,0,2,0,1,0,0,0,0,1,22.6,22.6,89.4%
6,7,Latavius Murray(BAL),24,155,6.5,34,4,1,1,2,3,3.0,0,0,1,21.8,21.8,22.2%
7,8,Ezekiel Elliott(DAL),24,106,4.4,21,2,1,1,1,11,11.0,0,0,1,17.7,17.7,99.7%
8,9,Alex Collins(SEA),19,54,2.8,13,0,2,0,0,0,0,0,0,1,17.4,17.4,18.8%
9,10,Peyton Barber(LV),13,82,6.3,28,2,0,4,4,24,6.0,1,0,1,16.6,16.6,1.2%
10,11,Tarik Cohen(CHI),5,31,6.2,21,1,1,7,9,90,12.9,0,1,1,16.1,16.1,3.0%
11,12,Joe Mixon(CIN),11,64,5.8,17,0,1,4,7,20,5.0,0,0,1,14.4,14.4,98.1%
12,13,Corey Clement(DAL),11,43,3.9,14,0,1,3,3,26,8.7,0,0,1,12.9,12.9,0.8%
13,14,Matt Breida(BUF),14,61,4.4,13,0,1,0,0,0,0,0,0,1,12.1,12.1,8.2%
14,15,Frank Gore(FA),15,101,6.7,32,1,0,1,1,18,18.0,0,0,1,11.9,11.9,12.2%
15,16,David Johnson(HOU),18,54,3.0,10,0,1,2,5,15,7.5,0,1,1,11.0,11.0,35.4%
16,17,Duke Johnson Jr.(MIA),2,36,18.0,23,1,0,4,5,73,18.3,0,0,1,10.9,10.9,7.4%
17,18,Tevin Coleman(NYJ),10,35,3.5,15,0,0,1,2,6,6.0,1,0,1,10.1,10.1,18.5%
18,19,Adrian Peterson(SEA),17,97,5.7,19,0,0,0,1,0,0,0,0,1,9.7,9.7,4.9%
19,20,LeSean McCoy(FA),16,73,4.6,14,0,0,3,5,21,7.0,0,0,1,9.4,9.4,2.0%
20,21,Marlon Mack(IND),12,89,7.4,25,1,0,1,2,4,4.0,0,0,1,9.3,9.3,1.6%
21,22,James White(NE),6,39,6.5,12,0,0,5,7,53,10.6,0,0,1,9.2,9.2,7.9%
22,23,Raheem Mostert(SF),12,87,7.3,26,1,0,0,0,0,0,0,0,1,8.7,8.7,13.0%
23,24,Ty Montgomery(NO),4,12,3.0,14,0,1,2,3,10,5.0,0,0,1,8.2,8.2,0.6%
24,25,Ito Smith(DAL),11,22,2.0,14,0,1,2,2,-1,-0.5,0,0,1,8.1,8.1,0.0%
25,26,Lamar Miller(FA),15,46,3.1,11,0,0,2,3,25,12.5,0,0,1,7.1,7.1,0.0%
26,27,T.J. Yeldon(FA),8,41,5.1,9,0,0,3,5,29,9.7,0,0,1,7.0,7.0,0.0%
27,28,Rashaad Penny(SEA),9,43,4.8,13,0,0,2,2,27,13.5,0,0,1,7.0,7.0,78.9%
28,29,Christian McCaffrey(CAR),8,20,2.5,9,0,0,7,8,46,6.6,0,0,1,6.6,6.6,47.2%
29,30,Phillip Lindsay(MIA),4,18,4.5,8,0,0,6,7,48,8.0,0,0,1,6.6,6.6,9.0%
30,31,Austin Ekeler(LAC),7,60,8.6,20,1,0,0,0,0,0,0,0,1,6.0,6.0,99.9%
31,32,Marshawn Lynch(FA),13,45,3.5,13,0,0,3,5,14,4.7,0,0,1,5.9,5.9,0.3%
32,33,Bilal Powell(FA),16,59,3.7,16,0,0,0,1,0,0,0,0,1,5.9,5.9,0.0%
33,34,Chris Carson(SEA),14,59,4.2,21,1,0,0,0,0,0,0,0,1,5.9,5.9,31.7%
34,35,Kenyan Drake(LV),13,57,4.4,12,0,0,4,6,21,5.3,0,1,1,5.8,5.8,29.4%
35,36,Isaiah Crowell(FA),13,40,3.1,21,1,0,2,2,12,6.0,0,0,1,5.2,5.2,0.1%
36,37,Jalen Richard(LV),2,3,1.5,2,0,0,7,8,48,6.9,0,0,1,5.1,5.1,0.7%
37,38,Wendell Smallwood(FA),18,51,2.8,8,0,0,1,2,0,0.0,0,0,1,5.1,5.1,0.0%
38,39,Jordan Howard(PHI),14,69,4.9,19,0,0,0,1,0,0,0,1,1,4.9,4.9,18.7%
39,40,Alfred Blue(FA),7,26,3.7,17,0,0,2,3,17,8.5,0,0,1,4.3,4.3,0.0%
40,41,Gus Edwards(BAL),10,42,4.2,11,0,0,0,0,0,0,0,0,1,4.2,4.2,9.6%
41,42,Wayne Gallman Jr.(MIN),4,17,4.3,9,0,0,2,5,25,12.5,0,0,1,4.2,4.2,1.0%
42,43,Aaron Jones(GB),8,41,5.1,16,0,0,0,1,0,0,0,0,1,4.1,4.1,98.9%
43,44,Jamaal Williams(DET),6,29,4.8,9,0,0,1,3,10,10.0,0,0,1,3.9,3.9,58.2%
44,45,Nyheim Hines(IND),3,14,4.7,8,0,0,2,3,21,10.5,0,0,1,3.5,3.5,44.8%
45,46,Carlos Hyde(JAC),14,34,2.4,9,0,0,0,0,0,0,0,0,1,3.4,3.4,6.9%
46,47,Devontae Booker(NYG),2,15,7.5,9,0,0,2,3,14,7.0,0,0,1,2.9,2.9,23.3%
47,48,Mike Davis(ATL),6,21,3.5,8,0,0,1,3,5,5.0,0,0,1,2.6,2.6,49.7%
48,49,Derrick Henry(TEN),7,21,3.0,6,0,0,1,1,5,5.0,0,0,1,2.6,2.6,78.0%
