,Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Derrick Henry(TEN),22,212,9.6,94,0,2,2,5,52,26.0,0,0,1,38.4,38.4,78.0%
1,2,Kenyan Drake(LV),20,164,8.2,69,0,2,0,2,0,0,0,0,1,28.4,28.4,29.4%
2,3,D'Andre Swift(DET),14,116,8.3,54,0,2,3,4,7,2.3,0,0,1,24.3,24.3,97.2%
3,4,Ronald Jones II(TB),23,113,4.9,25,0,2,2,2,8,4.0,0,0,1,24.1,24.1,83.5%
4,5,Clyde Edwards-Helaire(KC),26,161,6.2,31,0,0,4,4,8,2.0,0,0,1,16.9,16.9,86.8%
5,6,James Conner(ARI),20,101,5.1,14,0,1,1,1,1,1.0,0,0,1,16.2,16.2,94.6%
6,7,Joe Mixon(CIN),18,54,3.0,9,0,1,2,3,15,7.5,0,0,1,12.9,12.9,98.1%
7,8,David Johnson(HOU),19,57,3.0,11,0,1,1,2,12,12.0,0,0,1,12.9,12.9,35.4%
8,9,Myles Gaskin(MIA),18,91,5.1,15,0,0,4,4,35,8.8,0,0,1,12.6,12.6,83.2%
9,10,Adrian Peterson(SEA),15,40,2.7,8,0,1,1,1,18,18.0,0,0,1,11.8,11.8,4.9%
10,11,Jonathan Taylor(IND),12,60,5.0,21,0,0,4,4,55,13.8,0,0,1,11.5,11.5,100.0%
11,12,James Robinson(JAC),12,29,2.4,8,0,0,4,4,24,6.0,1,0,1,11.3,11.3,76.3%
12,13,Miles Sanders(PHI),9,118,13.1,74,0,0,1,2,-6,-6.0,0,0,1,11.2,11.2,77.0%
13,14,Phillip Lindsay(MIA),23,101,4.4,20,0,0,0,0,0,0,0,0,1,10.1,10.1,9.0%
14,15,Aaron Jones(GB),10,15,1.5,7,0,1,3,5,26,8.7,0,0,1,10.1,10.1,98.9%
15,16,Darrel Williams(KC),6,26,4.3,13,0,1,1,1,15,15.0,0,0,1,10.1,10.1,79.6%
16,17,David Montgomery(CHI),19,58,3.1,12,0,0,4,5,39,9.8,0,0,1,9.7,9.7,98.7%
17,18,Mike Davis(ATL),18,52,2.9,12,0,1,2,3,3,1.5,0,1,1,9.5,9.5,49.7%
18,19,Darrell Henderson Jr.(LAR),14,88,6.3,18,0,0,0,0,4,0,0,0,1,9.2,9.2,76.0%
19,20,Giovani Bernard(TB),8,15,1.9,9,0,1,3,3,13,4.3,0,0,1,8.8,8.8,5.4%
20,21,Gus Edwards(BAL),14,26,1.9,7,0,1,0,0,0,0,0,0,1,8.6,8.6,9.6%
21,22,J.D. McKissic(WAS),8,41,5.1,14,0,0,6,6,43,7.2,0,0,1,8.4,8.4,32.9%
22,23,Benny Snell Jr.(PIT),6,17,2.8,5,0,1,1,1,4,4.0,0,0,1,8.1,8.1,0.9%
23,24,Raheem Mostert(SF),17,65,3.8,15,0,0,2,2,11,5.5,0,0,1,7.6,7.6,13.0%
24,25,James White(NE),4,8,2.0,3,0,0,8,9,65,8.1,0,0,1,7.3,7.3,7.9%
25,26,Frank Gore(FA),11,46,4.2,14,0,0,4,4,24,6.0,0,0,1,7.0,7.0,12.2%
26,27,Todd Gurley II(FA),20,47,2.4,9,0,0,3,4,20,6.7,0,0,1,6.7,6.7,0.4%
27,28,Jeremy McNichols(FA),5,51,10.2,20,0,0,2,3,11,5.5,0,0,1,6.2,6.2,7.6%
28,29,Devonta Freeman(BAL),18,61,3.4,14,0,0,1,2,-4,-4.0,0,0,1,5.7,5.7,74.2%
29,30,Kareem Hunt(CLE),13,40,3.1,10,0,0,2,3,17,8.5,0,0,1,5.7,5.7,82.1%
30,31,Antonio Gibson(WAS),9,30,3.3,8,0,0,4,5,25,6.3,0,0,1,5.5,5.5,95.9%
31,32,Devin Singletary(BUF),10,32,3.2,10,0,0,1,2,13,13.0,0,0,1,4.5,4.5,89.1%
32,33,Ke'Shawn Vaughn(TB),5,42,8.4,19,0,0,0,1,0,0,0,0,1,4.2,4.2,7.8%
33,34,Ty Johnson(NYJ),3,42,14.0,34,0,0,0,1,0,0,0,0,1,4.2,4.2,15.8%
34,35,Tony Pollard(DAL),10,31,3.1,12,0,0,2,4,9,4.5,0,0,1,4.0,4.0,75.3%
35,36,Ezekiel Elliott(DAL),12,49,4.1,11,0,0,8,10,31,3.9,0,2,1,4.0,4.0,99.7%
36,37,JaMycal Hasty(SF),9,37,4.1,10,0,0,0,1,0,0,0,0,1,3.7,3.7,4.2%
37,38,La'Mical Perine(NYJ),7,27,3.9,13,0,0,2,3,9,4.5,0,0,1,3.6,3.6,0.2%
38,39,Jamaal Williams(DET),4,34,8.5,25,0,0,0,1,0,0,0,0,1,3.4,3.4,58.2%
39,40,Damien Harris(NE),6,19,3.2,6,0,0,1,1,14,14.0,0,0,1,3.3,3.3,89.8%
40,41,AJ Dillon(GB),5,31,6.2,20,0,0,0,0,0,0,0,0,1,3.1,3.1,87.4%
41,42,Alexander Mattison(MIN),10,26,2.6,16,0,0,1,2,4,4.0,0,0,1,3.0,3.0,75.0%
42,43,Royce Freeman(HOU),8,26,3.3,11,0,0,1,1,4,4.0,0,0,1,3.0,3.0,5.2%
43,44,Chase Edmonds(ARI),5,23,4.6,9,0,0,1,2,6,6.0,0,0,1,2.9,2.9,85.1%
44,45,Dontrell Hilliard(TEN),4,29,7.3,19,0,0,0,0,0,0,0,0,1,2.9,2.9,27.5%
45,46,J.K. Dobbins(BAL),9,28,3.1,16,0,0,2,4,1,0.5,0,0,1,2.9,2.9,10.3%
46,47,Jerick McKinnon(KC),6,18,3.0,5,0,0,2,3,10,5.0,0,0,1,2.8,2.8,0.8%
47,48,Nyheim Hines(IND),0,0,0,0,0,0,5,6,27,5.4,0,0,1,2.7,2.7,44.8%
48,49,Trenton Cannon(SF),3,12,4.0,10,0,0,2,2,15,7.5,0,0,1,2.7,2.7,0.1%
49,50,Ito Smith(DAL),2,8,4.0,4,0,0,1,1,17,17.0,0,0,1,2.5,2.5,0.0%
50,51,Matt Breida(BUF),6,15,2.5,5,0,0,2,2,7,3.5,0,0,1,2.2,2.2,8.2%
51,52,Malcolm Brown(MIA),2,4,2.0,3,0,0,3,4,18,6.0,0,0,1,2.2,2.2,3.6%
52,53,Kerryon Johnson(FA),4,9,2.3,9,0,0,1,2,11,11.0,0,0,1,2.0,2.0,0.1%
53,54,Mark Ingram II(NO),5,20,4.0,9,0,0,0,0,0,0,0,0,1,2.0,2.0,39.1%
