Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Michael Thomas(NO),12,15,211,17.6,72,1,1,0,0,0,0,1,27.1,27.1,20.6%
2,Adam Humphries(WAS),8,8,82,10.3,30,1,2,1,7,0,0,1,20.9,20.9,0.8%
3,Josh Gordon(KC),5,10,130,26.0,55,2,1,0,0,0,0,1,19.0,19.0,1.8%
4,Julio Jones(TEN),7,10,121,17.3,35,3,1,0,0,0,0,1,18.1,18.1,60.7%
5,Curtis Samuel(WAS),2,4,25,12.5,19,0,1,1,33,1,0,1,17.8,17.8,15.7%
6,Brandin Cooks(HOU),6,8,114,19.0,48,2,1,0,0,0,0,1,17.4,17.4,92.7%
7,DeAndre Hopkins(ARI),10,12,105,10.5,16,0,1,0,0,0,0,1,16.5,16.5,69.3%
8,Keenan Allen(LAC),6,10,124,20.7,54,2,0,2,28,0,0,1,15.2,15.2,99.3%
9,Cooper Kupp(LAR),5,6,89,17.8,41,2,1,0,0,0,0,1,14.9,14.9,100.0%
10,Calvin Ridley(ATL),6,9,71,11.8,40,1,1,1,6,0,0,1,13.7,13.7,56.8%
11,Cordarrelle Patterson(ATL),1,1,7,7.0,7,0,0,11,61,1,0,1,12.8,12.8,95.1%
12,Maurice Harris(FA),10,12,124,12.4,33,1,0,0,0,0,0,1,12.4,12.4,0.0%
13,Amari Cooper(DAL),5,8,58,11.6,19,0,1,0,0,0,0,1,11.8,11.8,97.7%
14,Pierre Garcon(FA),3,5,56,18.7,25,2,1,0,0,0,0,1,11.6,11.6,0.0%
15,Julian Edelman(FA),6,10,71,11.8,33,1,0,2,28,0,0,1,11.4,11.4,13.1%
16,Antonio Brown(FA),5,11,42,8.4,11,0,1,0,0,0,0,1,10.2,10.2,84.1%
17,Marquez Valdes-Scantling(GB),3,6,101,33.7,51,3,0,0,0,0,0,1,10.1,10.1,36.0%
18,Davante Adams(GB),6,9,40,6.7,10,0,1,0,0,0,0,1,10.0,10.0,100.0%
19,Josh Doctson(FA),3,6,31,10.3,24,1,1,0,0,0,0,1,9.1,9.1,0.0%
20,Mike Williams(LAC),1,3,30,30.0,30,1,1,0,0,0,0,1,9.0,9.0,91.9%
21,Adam Thielen(MIN),4,7,22,5.5,11,0,1,1,5,0,0,1,8.7,8.7,82.7%
22,Tyreek Hill(KC),4,5,69,17.3,40,1,0,2,16,0,0,1,8.5,8.5,100.0%
23,Tyrell Williams(FA),2,3,23,11.5,12,0,1,0,0,0,0,1,8.3,8.3,4.8%
24,Allen Hurns(MIA),1,1,23,23.0,23,1,1,0,0,0,0,1,8.3,8.3,0.0%
25,Tre'Quan Smith(NO),2,3,23,11.5,19,0,1,0,0,0,0,1,8.3,8.3,7.5%
26,JuJu Smith-Schuster(FA),7,9,78,11.1,22,1,0,0,0,0,0,1,7.8,7.8,18.5%
27,Doug Baldwin(FA),4,4,77,19.3,42,1,0,0,0,0,0,1,7.7,7.7,0.0%
28,Robert Woods(LAR),5,9,71,14.2,19,0,0,2,4,0,0,1,7.5,7.5,29.9%
29,Jaron Brown(ARI),1,2,10,10.0,10,0,1,0,0,0,0,1,7.0,7.0,0.0%
30,Marvin Jones Jr.(JAC),6,8,66,11.0,18,0,0,0,0,0,0,1,6.6,6.6,55.4%
31,Kendrick Bourne(NE),2,2,6,3.0,4,0,1,0,0,0,0,1,6.6,6.6,23.7%
32,Sammy Watkins(BAL),5,5,62,12.4,23,1,0,1,2,0,0,1,6.4,6.4,7.0%
33,Demaryius Thomas(FA),3,3,61,20.3,31,1,0,0,0,0,0,1,6.1,6.1,0.1%
34,Corey Davis(NYJ),6,10,56,9.3,17,0,0,1,4,0,0,1,6.0,6.0,29.9%
35,Richie James Jr.(SF),2,3,60,30.0,53,1,0,0,0,0,0,1,6.0,6.0,0.0%
36,Willie Snead IV(FA),7,8,58,8.3,26,1,0,0,0,0,0,1,5.8,5.8,0.1%
37,Anthony Miller(PIT),5,6,49,9.8,19,0,0,1,9,0,0,1,5.8,5.8,0.3%
38,Courtland Sutton(DEN),3,5,57,19.0,22,2,0,0,0,0,0,1,5.7,5.7,67.5%
39,Kenny Golladay(NYG),3,4,46,15.3,18,0,0,1,8,0,0,1,5.4,5.4,51.8%
40,Antonio Callaway(FA),3,5,51,17.0,38,1,0,0,0,0,0,1,5.1,5.1,0.0%
41,Michael Gallup(DAL),3,6,51,17.0,21,2,0,0,0,0,0,1,5.1,5.1,72.8%
42,Jarvis Landry(CLE),6,7,50,8.3,17,0,0,0,0,0,0,1,5.0,5.0,72.5%
43,DJ Moore(CAR),1,2,16,16.0,16,0,0,1,32,0,0,1,4.8,4.8,95.7%
44,Danny Amendola(HOU),5,7,47,9.4,26,1,0,0,0,0,0,1,4.7,4.7,0.1%
45,Emmanuel Sanders(BUF),6,9,47,7.8,18,0,0,0,0,0,0,1,4.7,4.7,46.6%
46,Martavis Bryant(FA),2,2,29,14.5,23,1,0,1,17,0,0,1,4.6,4.6,0.0%
47,Taylor Gabriel(FA),3,5,45,15.0,22,1,0,0,0,0,0,1,4.5,4.5,0.1%
48,Breshad Perriman(TB),2,6,36,18.0,18,0,0,2,9,0,0,1,4.5,4.5,2.5%
49,Mohamed Sanu Sr.(SF),4,5,45,11.3,16,0,0,0,0,0,0,1,4.5,4.5,0.1%
50,Devin Funchess(FA),4,5,44,11.0,23,1,0,0,0,0,0,1,4.4,4.4,0.0%
51,Kelvin Benjamin(FA),4,9,40,10.0,15,0,0,0,0,0,0,1,4.0,4.0,0.1%
52,Chris Godwin(TB),2,3,40,20.0,25,1,0,0,0,0,0,1,4.0,4.0,67.1%
53,Quincy Enunwa(FA),3,4,40,13.3,23,1,0,0,0,0,0,1,4.0,4.0,0.0%
54,Laquon Treadwell(JAC),2,2,37,18.5,22,1,0,0,0,0,0,1,3.7,3.7,2.5%
55,Darius Jennings(DET),1,1,36,36.0,36,1,0,0,0,0,0,1,3.6,3.6,0.0%
56,Robby Anderson(CAR),4,6,32,8.0,17,0,0,1,1,0,0,1,3.3,3.3,42.2%
57,Michael Crabtree(FA),3,7,32,10.7,13,0,0,0,0,0,0,1,3.2,3.2,0.0%
58,DeSean Jackson(LV),2,4,32,16.0,20,1,0,0,0,0,0,1,3.2,3.2,4.4%
59,Chris Moore(HOU),1,1,30,30.0,30,1,0,0,0,0,0,1,3.0,3.0,0.1%
60,Phillip Dorsett II(HOU),3,3,30,10.0,17,0,0,0,0,0,0,1,3.0,3.0,0.0%
61,Randall Cobb(GB),5,6,24,4.8,9,0,0,0,0,0,0,1,2.4,2.4,7.6%
62,Taywan Taylor(FA),2,2,24,12.0,16,0,0,0,0,0,0,1,2.4,2.4,0.0%
63,Chris Conley(HOU),1,2,23,23.0,23,1,0,0,0,0,0,1,2.3,2.3,0.4%
64,Tyler Lockett(SEA),3,4,22,7.3,9,0,0,0,0,0,0,1,2.2,2.2,97.5%
65,Chad Beebe(FA),3,3,21,7.0,13,0,0,0,0,0,0,1,2.1,2.1,0.0%
66,Cameron Batson(TEN),2,3,21,10.5,12,0,0,0,0,0,0,1,2.1,2.1,0.0%
67,Deonte Thompson(FA),2,2,21,10.5,15,0,0,0,0,0,0,1,2.1,2.1,0.0%
68,Ryan Switzer(CLE),3,4,21,7.0,13,0,0,0,0,0,0,1,2.1,2.1,0.0%
69,Brandon LaFell(FA),3,3,20,6.7,14,0,0,0,0,0,0,1,2.0,2.0,0.0%
70,Jermaine Kearse(FA),3,9,20,6.7,9,0,0,0,0,0,0,1,2.0,2.0,0.0%
71,Aldrick Robinson(FA),2,3,20,10.0,10,0,0,0,0,0,0,1,2.0,2.0,0.0%
72,Rashard Higgins(CLE),3,4,19,6.3,8,0,0,0,0,0,0,1,1.9,1.9,0.7%
73,Kenny Stills(NO),1,1,19,19.0,19,0,0,0,0,0,0,1,1.9,1.9,0.1%
74,Zay Jones(LV),4,6,18,4.5,7,0,0,1,0,0,0,1,1.8,1.8,6.0%
75,James Washington(PIT),2,5,17,8.5,9,0,0,0,0,0,0,1,1.7,1.7,1.5%
76,Tim Patrick(DEN),1,4,17,17.0,17,0,0,0,0,0,0,1,1.7,1.7,17.6%
77,Jordy Nelson(FA),2,3,16,8.0,10,0,0,0,0,0,0,1,1.6,1.6,0.1%
78,Mike Evans(TB),1,10,16,16.0,16,0,0,0,0,0,0,1,1.6,1.6,97.8%
79,Cole Beasley(BUF),3,4,16,5.3,6,0,0,0,0,0,0,1,1.6,1.6,63.2%
80,Jakeem Grant Sr.(FA),1,2,16,16.0,16,0,0,0,0,0,0,1,1.6,1.6,1.2%
81,Paul Richardson Jr.(FA),2,6,16,8.0,11,0,0,0,0,0,0,1,1.6,1.6,0.0%
82,David Moore(FA),2,7,16,8.0,9,0,0,0,0,0,0,1,1.6,1.6,0.0%
83,Terrelle Pryor Sr.(FA),2,5,17,8.5,11,0,0,1,-1,0,0,1,1.6,1.6,0.0%
84,Damion Ratley(FA),2,4,16,8.0,9,0,0,0,0,0,0,1,1.6,1.6,0.0%
85,John Brown(FA),3,6,15,5.0,6,0,0,0,0,0,0,1,1.5,1.5,1.3%
86,Dwayne Harris(FA),1,1,13,13.0,13,0,0,0,0,0,0,1,1.3,1.3,0.0%
