Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Zach Ertz(ARI),8,9,88,11.0,25,0,2,0,0,0,0,1,20.8,20.8,85.8%
2,Travis Kelce(KC),5,8,74,14.8,24,0,0,1,4,1,0,1,13.8,13.8,100.0%
3,Adam Trautman(NO),5,8,58,11.6,19,0,1,0,0,0,0,1,11.8,11.8,3.7%
4,Darren Waller(LV),7,8,116,16.6,31,0,0,0,0,0,0,1,11.6,11.6,92.6%
5,Josiah Deguara(GB),2,2,37,18.5,25,0,1,0,0,0,0,1,9.7,9.7,0.4%
6,George Kittle(SF),4,4,34,8.5,13,0,1,0,0,0,0,1,9.4,9.4,99.7%
7,Eric Ebron(FA),3,3,24,8.0,18,0,1,0,0,0,0,1,8.4,8.4,3.0%
8,Dawson Knox(BUF),6,10,80,13.3,31,0,0,0,0,0,0,1,8.0,8.0,87.2%
9,Foster Moreau(LV),1,2,19,19.0,19,0,1,0,0,0,0,1,7.9,7.9,23.7%
10,Mark Andrews(BAL),8,10,73,9.1,16,0,0,0,0,0,0,1,7.3,7.3,99.9%
11,Pat Freiermuth(PIT),4,7,11,2.8,5,0,1,0,0,0,0,1,7.1,7.1,56.7%
12,Rob Gronkowski(TB),6,8,71,11.8,35,0,0,0,0,0,0,1,7.1,7.1,97.7%
13,Dallas Goedert(PHI),5,8,62,12.4,16,0,0,0,0,0,0,1,6.2,6.2,89.8%
14,Austin Hooper(CLE),4,7,53,13.3,20,0,0,0,0,0,0,1,5.3,5.3,28.8%
15,Dalton Schultz(DAL),6,8,53,8.8,19,0,0,0,0,0,0,1,5.3,5.3,89.9%
16,T.J. Hockenson(DET),6,8,51,8.5,24,0,0,0,0,0,0,1,5.1,5.1,57.4%
17,Mike Gesicki(MIA),5,6,50,10.0,26,0,0,0,0,0,0,1,5.0,5.0,87.6%
18,Ryan Griffin(NYJ),3,4,39,13.0,29,0,0,0,0,0,0,1,3.9,3.9,0.6%
19,Donald Parham Jr.(LAC),4,5,38,9.5,12,0,0,0,0,0,0,1,3.8,3.8,0.7%
20,Durham Smythe(MIA),4,5,37,9.3,18,0,0,0,0,0,0,1,3.7,3.7,0.1%
21,Gerald Everett(FA),3,4,37,12.3,16,0,0,0,0,0,0,1,3.7,3.7,35.7%
22,Tommy Tremble(CAR),2,2,35,17.5,19,0,0,0,0,0,0,1,3.5,3.5,0.3%
23,Tyler Conklin(MIN),3,3,35,11.7,15,0,0,0,0,0,0,1,3.5,3.5,40.5%
24,Jack Doyle(FA),3,5,30,10.0,18,0,0,0,0,0,0,1,3.0,3.0,2.2%
25,Kyle Pitts(ATL),3,5,29,9.7,16,0,0,0,0,0,0,1,2.9,2.9,97.4%
26,Kyle Rudolph(FA),1,1,28,28.0,28,0,0,0,0,0,0,1,2.8,2.8,0.3%
27,Jared Cook(LAC),3,5,28,9.3,13,0,0,0,0,0,0,1,2.8,2.8,50.2%
28,Cameron Brate(TB),2,6,27,13.5,15,0,0,0,0,0,0,1,2.7,2.7,2.8%
29,Anthony Firkser(TEN),5,7,26,5.2,7,0,0,0,0,0,0,1,2.6,2.6,3.7%
30,Jimmy Graham(CHI),2,3,25,12.5,23,0,0,0,0,0,0,1,2.5,2.5,0.8%
31,Hunter Henry(NE),2,3,25,12.5,15,0,0,0,0,0,0,1,2.5,2.5,65.9%
32,John Bates(WAS),3,3,23,7.7,10,0,0,0,0,0,0,1,2.3,2.3,0.6%
33,David Njoku(CLE),2,4,20,10.0,21,0,0,1,1,0,0,1,2.1,2.1,12.9%
34,Nick Vannett(NO),1,1,20,20.0,20,0,0,0,0,0,0,1,2.0,2.0,0.1%
35,Adam Shaheen(MIA),1,1,19,19.0,19,0,0,0,0,0,0,1,1.9,1.9,0.0%
36,Jonnu Smith(NE),1,2,17,17.0,17,0,0,0,0,0,0,1,1.7,1.7,22.7%
37,Will Dissly(SEA),1,3,16,16.0,16,0,0,0,0,0,0,1,1.6,1.6,0.2%
38,Evan Engram(NYG),2,5,12,6.0,9,0,0,0,0,0,0,1,1.2,1.2,28.5%
39,Cole Kmet(CHI),1,2,12,12.0,12,0,0,0,0,0,0,1,1.2,1.2,33.3%
40,Brock Wright(DET),1,1,12,12.0,12,0,0,0,0,0,0,1,1.2,1.2,0.1%
41,O.J. Howard(TB),1,1,10,10.0,10,0,0,0,0,0,0,1,1.0,1.0,1.2%
42,Pharaoh Brown(HOU),2,4,10,5.0,8,0,0,0,0,0,0,1,1.0,1.0,0.1%
43,C.J. Uzomah(CIN),2,3,9,4.5,7,0,0,0,0,0,0,1,0.9,0.9,20.8%
44,Kylen Granson(IND),1,2,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,0.1%
45,Dominique Dafney(GB),1,1,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,0.0%
46,Noah Gray(KC),1,1,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,0.3%
47,Blake Bell(KC),1,1,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,0.2%
48,Brevin Jordan(HOU),1,3,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,1.4%
49,Ian Thomas(CAR),1,1,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,0.1%
50,Tre' McKitty(LAC),1,1,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,0.1%
51,Colby Parkinson(SEA),1,1,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,0.0%
