Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Mark Andrews(BAL),8,10,125,15.6,28,0,1,0,0,0,0,1,18.5,18.5,99.9%
2,Dalton Schultz(DAL),8,9,82,10.3,16,0,1,0,0,0,0,1,14.2,14.2,89.9%
3,Gerald Everett(FA),4,5,68,17.0,26,0,1,0,0,0,0,1,12.8,12.8,35.7%
4,John Bates(WAS),2,3,45,22.5,32,0,1,0,0,0,0,1,10.5,10.5,0.6%
5,Kyle Pitts(ATL),6,6,102,17.0,35,0,0,0,0,0,0,1,10.2,10.2,97.4%
6,Jimmy Graham(CHI),2,2,30,15.0,15,0,1,0,0,0,0,1,9.0,9.0,0.8%
7,Hayden Hurst(ATL),2,2,21,10.5,12,0,1,0,0,0,0,1,8.1,8.1,0.9%
8,Evan Engram(NYG),4,5,17,4.3,9,0,1,0,0,0,0,1,7.7,7.7,28.5%
9,Dawson Knox(BUF),2,3,11,5.5,9,0,1,0,0,0,0,1,7.1,7.1,87.2%
10,Cameron Brate(TB),2,4,11,5.5,7,0,1,0,0,0,0,1,7.1,7.1,2.8%
11,Foster Moreau(LV),4,4,67,16.8,28,0,0,0,0,0,0,1,6.7,6.7,23.7%
12,Jared Cook(LAC),3,5,44,14.7,18,0,0,0,0,0,0,1,6.4,6.4,50.2%
13,Harrison Bryant(CLE),1,1,1,1.0,1,0,1,0,0,0,0,1,6.1,6.1,0.2%
14,Brevin Jordan(HOU),4,4,56,14.0,27,0,0,0,0,0,0,1,5.6,5.6,1.4%
15,Zach Ertz(ARI),8,13,54,6.8,11,0,0,0,0,0,0,1,5.4,5.4,85.8%
16,Cole Kmet(CHI),4,5,49,12.3,16,0,0,0,0,0,0,1,4.9,4.9,33.3%
17,James O'Shaughnessy(JAC),4,4,49,12.3,22,0,0,0,0,0,0,1,4.9,4.9,1.7%
18,Tyler Conklin(MIN),4,5,44,11.0,19,0,0,0,0,0,0,1,4.4,4.4,40.5%
19,Mo Alie-Cox(IND),2,4,42,21.0,37,0,0,0,0,0,0,1,4.2,4.2,2.2%
20,Tyler Higbee(LAR),5,6,41,8.2,12,0,0,0,0,0,0,1,4.1,4.1,77.4%
21,C.J. Uzomah(CIN),5,7,36,7.2,16,0,0,0,0,0,0,1,3.6,3.6,20.8%
22,Stephen Anderson(LAC),2,2,34,17.0,27,0,0,0,0,0,0,1,3.4,3.4,0.2%
23,Zach Gentry(PIT),4,4,31,7.8,12,0,0,0,0,0,0,1,3.1,3.1,0.2%
24,Durham Smythe(MIA),3,3,31,10.3,13,0,0,0,0,0,0,1,3.1,3.1,0.1%
25,Noah Fant(SEA),3,4,30,10.0,20,0,0,0,0,0,0,1,3.0,3.0,80.3%
26,Tyler Kroft(NYJ),3,5,29,9.7,22,0,0,0,0,0,0,1,2.9,2.9,0.2%
27,Dallas Goedert(PHI),2,4,28,14.0,16,0,0,0,0,0,0,1,2.8,2.8,89.8%
28,Austin Hooper(CLE),3,5,26,8.7,11,0,0,0,0,0,0,1,2.6,2.6,28.8%
29,Rob Gronkowski(TB),1,2,23,23.0,23,0,0,0,0,0,0,1,2.3,2.3,97.7%
30,Mike Gesicki(MIA),3,4,22,7.3,12,0,0,0,0,0,0,1,2.2,2.2,87.6%
31,Tommy Tremble(CAR),2,2,22,11.0,14,0,0,0,0,0,0,1,2.2,2.2,0.3%
32,George Kittle(SF),2,3,21,10.5,16,0,0,0,0,0,0,1,2.1,2.1,99.7%
33,Jacob Hollister(JAC),2,2,20,10.0,11,0,0,0,0,0,0,1,2.0,2.0,0.0%
34,Anthony Firkser(TEN),1,1,13,13.0,13,0,0,0,0,0,0,1,1.3,1.3,3.7%
35,Noah Gray(KC),2,2,12,6.0,7,0,0,0,0,0,0,1,1.2,1.2,0.3%
36,Tre' McKitty(LAC),1,1,12,12.0,12,0,0,0,0,0,0,1,1.2,1.2,0.1%
37,Blake Bell(KC),1,1,11,11.0,11,0,0,0,0,0,0,1,1.1,1.1,0.2%
38,Geoff Swaim(TEN),3,3,10,3.3,6,0,0,0,0,0,0,1,1.0,1.0,0.3%
39,Pharaoh Brown(HOU),2,3,10,5.0,6,0,0,0,0,0,0,1,1.0,1.0,0.1%
40,Hunter Henry(NE),1,6,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,65.9%
41,Drew Sample(CIN),2,2,9,4.5,5,0,0,0,0,0,0,1,0.9,0.9,0.1%
42,Ethan Wolf(NO),2,2,8,4.0,4,0,0,0,0,0,0,1,0.8,0.8,0.0%
43,Kevin Rader(PIT),1,2,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,0.0%
44,Chris Myarick(NYG),1,2,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,0.0%
45,Kylen Granson(IND),1,1,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,0.1%
46,Josiah Deguara(GB),2,3,5,2.5,4,0,0,0,0,0,0,1,0.5,0.5,0.4%
47,Ian Thomas(CAR),1,1,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,0.1%
48,Brock Wright(DET),3,3,4,1.3,5,0,0,0,0,0,0,1,0.4,0.4,0.1%
49,Demetrius Harris(ARI),1,1,3,3.0,3,0,0,0,0,0,0,1,0.3,0.3,0.1%
50,Marcedes Lewis(GB),2,3,2,1.0,1,0,0,0,0,0,0,1,0.2,0.2,0.2%
51,Colby Parkinson(SEA),0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
52,Jared Pinkney(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
53,Hunter Bryant(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
54,Adam Trautman(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7%
55,Devin Asiasi(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
56,Brycen Hopkins(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
57,Donald Parham Jr.(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%
58,Matthew Orzech(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
59,Matt Sokol(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
60,Ian Bunting(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
61,Parker Hesse(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
62,Mitchell Fraboni(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
63,Stephen Sullivan(CAR),0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
64,Luke Farrell(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
65,Ryan Becker(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
66,Farrod Green(IND),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
67,Nick Bowers(LV),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
68,Jake Bargas(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
69,Pat Freiermuth(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.7%
70,Tyler Mabry(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
71,Mitchell Wilcox(CIN),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
72,Juwan Johnson(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9%
73,Dalton Keene(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
74,Thaddeus Moss(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
75,Kyle Markway(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
76,John Lovett(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
77,Charlie Taumoepeau(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
78,Charlie Woerner(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
79,Noah Togiai(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
80,Ben Ellefson(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
81,Sean McKeon(DAL),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
82,Nakia Griffin-Stewart(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
83,Giovanni Ricci(CAR),0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
84,Tyler Davis(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
85,Reggie Gilliam(BUF),1,1,8,8.0,8,0,0,0,0,0,0,1,0.0,0.0,0.0%
86,Rashod Berry(DET),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
87,Scotty Washington(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
88,Eli Wolf(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
89,Tommy Hudson(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
90,Rysen John(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
91,Jody Fortson(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
92,Alize Mack(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
93,Austin Fort(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
