rank,player,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_long,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,fantasy_points_per_game,rost,position,week,year,team
1.0,Jason Witten,5.0,7.0,71.0,14.2,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.1,7.1,0.1,TE,1,2009,DAL
2.0,Marcedes Lewis,3.0,6.0,23.0,7.7,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.3,2.3,0.2,TE,1,2009,JAC
3.0,Greg Olsen,1.0,6.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.8,7.0,TE,1,2009,CHI
167.0,Dustin Keller,4.0,7.0,94.0,23.5,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,1,2009,NYJ
171.0,Delanie Walker,1.0,3.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,TE,1,2009,SF
175.0,Heath Miller,8.0,8.0,64.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,1,2009,PIT
177.0,Jacob Tamme,1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,1,2009,IND
180.0,Daniel Fells,1.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,1,2009,LAR
181.0,Anthony Fasano,2.0,3.0,10.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.1,TE,1,2009,MIA
182.0,Antonio Gates,5.0,9.0,83.0,16.6,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,TE,1,2009,LAC
187.0,Dallas Clark,4.0,6.0,39.0,9.8,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,1,2009,IND
189.0,Brent Celek,6.0,7.0,37.0,6.2,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,1,2009,PHI
195.0,Jeff King,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,1,2009,CAR
198.0,Tony Gonzalez,5.0,9.0,73.0,14.6,20.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,1,2009,ATL
199.0,Tony Scheffler,1.0,2.0,29.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,1,2009,DEN
200.0,Owen Daniels,4.0,8.0,44.0,11.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,1,2009,HOU
201.0,Vernon Davis,5.0,7.0,40.0,8.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.6,TE,1,2009,SF
203.0,Zach Miller,6.0,6.0,96.0,16.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,1,2009,LV
205.0,Jermichael Finley,1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,1,2009,GB
208.0,John Carlson,6.0,8.0,95.0,15.8,38.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,1,2009,SEA
213.0,Kellen Winslow,5.0,9.0,30.0,6.0,19.0,0.0,1.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,1,2009,TB
214.0,Martellus Bennett,1.0,2.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,TE,1,2009,DAL
1.0,Marcedes Lewis,3.0,5.0,62.0,20.7,25.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.2,12.2,0.2,TE,2,2009,JAC
2.0,Jason Witten,5.0,7.0,33.0,6.6,13.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.3,9.3,0.1,TE,2,2009,DAL
3.0,Greg Olsen,3.0,6.0,41.0,13.7,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.1,4.1,7.0,TE,2,2009,CHI
167.0,Dustin Keller,3.0,5.0,22.0,7.3,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,2,2009,NYJ
168.0,Dante Rosario,3.0,4.0,31.0,10.3,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,2,2009,CAR
175.0,Heath Miller,3.0,4.0,27.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,2,2009,PIT
181.0,Anthony Fasano,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,TE,2,2009,MIA
182.0,Antonio Gates,5.0,7.0,78.0,15.6,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,TE,2,2009,LAC
187.0,Dallas Clark,7.0,8.0,183.0,26.1,80.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,2,2009,IND
188.0,Brandon Pettigrew,4.0,5.0,40.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,2,2009,DET
189.0,Brent Celek,8.0,11.0,104.0,13.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,2,2009,PHI
195.0,Jeff King,2.0,3.0,38.0,19.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,2,2009,CAR
198.0,Tony Gonzalez,7.0,7.0,71.0,10.1,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,2,2009,ATL
199.0,Tony Scheffler,1.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,2,2009,DEN
200.0,Owen Daniels,6.0,8.0,72.0,12.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,2,2009,HOU
201.0,Vernon Davis,2.0,6.0,32.0,16.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.6,TE,2,2009,SF
202.0,Will Heller,2.0,3.0,10.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,2,2009,DET
205.0,Jermichael Finley,4.0,7.0,56.0,14.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,2,2009,GB
206.0,Joel Dreessen,3.0,3.0,31.0,10.3,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,2,2009,HOU
208.0,John Carlson,6.0,8.0,46.0,7.7,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,2,2009,SEA
212.0,Kellen Davis,5.0,6.0,38.0,7.6,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,TE,2,2009,CHI
213.0,Kellen Winslow,7.0,10.0,90.0,12.9,42.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,2,2009,TB
214.0,Martellus Bennett,1.0,4.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,TE,2,2009,DAL
215.0,Matt Spaeth,2.0,2.0,10.0,5.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,2,2009,PIT
1.0,Greg Olsen,5.0,6.0,44.0,8.8,19.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.4,10.4,7.0,TE,3,2009,CHI
2.0,Jason Witten,9.0,9.0,77.0,8.6,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.7,7.7,0.1,TE,3,2009,DAL
3.0,Marcedes Lewis,1.0,2.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8,1.8,0.2,TE,3,2009,JAC
