Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Patrick Mahomes II(KC),33,46,71.7,478,10.4,6,3,3,6,28,0,2,1,35.9,35.9,100.0%
2,Jared Goff(DET),31,49,63.3,413,8.4,4,0,5,4,6,1,2,1,35.1,35.1,5.3%
3,Drew Brees(FA),22,30,73.3,363,12.1,4,0,0,0,0,0,0,1,30.5,30.5,35.7%
4,Cam Newton(CAR),25,37,67.6,357,9.6,3,1,3,2,2,0,0,1,24.5,24.5,20.3%
5,Andrew Luck(FA),23,29,79.3,297,10.2,3,0,0,0,0,0,0,1,23.9,23.9,2.2%
6,Aaron Rodgers(GB),21,30,70.0,332,11.1,2,0,5,1,3,0,0,1,21.6,21.6,97.4%
7,Ben Roethlisberger(FA),27,47,57.4,314,6.7,2,3,2,2,1,1,0,1,20.7,20.7,23.8%
8,Philip Rivers(FA),28,43,65.1,401,9.3,2,2,3,1,-4,0,0,1,19.6,19.6,20.6%
9,Andy Dalton(CHI),19,36,52.8,211,5.9,2,0,1,2,29,0,0,1,19.3,19.3,1.6%
10,Russell Wilson(DEN),21,31,67.7,225,7.3,2,0,3,5,17,0,0,1,17.6,17.6,90.4%
11,Eli Manning(FA),17,18,94.4,231,12.8,2,0,4,1,-1,0,0,1,17.1,17.1,2.3%
12,Kirk Cousins(MIN),30,46,65.2,262,5.7,2,2,2,1,5,0,0,1,17.0,17.0,70.7%
13,Derek Carr(LV),19,31,61.3,192,6.2,2,0,4,0,0,0,0,1,15.7,15.7,58.1%
14,Lamar Jackson(BAL),13,19,68.4,150,7.9,0,1,2,27,117,0,0,1,15.7,15.7,94.0%
15,Jameis Winston(NO),12,16,75.0,199,12.4,2,1,0,5,16,0,0,1,15.6,15.6,5.2%
16,Mitchell Trubisky(BUF),20,31,64.5,165,5.3,1,2,1,10,43,0,0,1,14.9,14.9,0.4%
17,Dak Prescott(DAL),22,32,68.8,208,6.5,0,0,2,4,5,1,0,1,14.8,14.8,98.2%
18,Matt Ryan(ATL),24,34,70.6,291,8.6,1,1,3,1,1,0,0,1,13.7,13.7,36.3%
19,Josh Rosen(ATL),9,20,45.0,136,6.8,3,2,1,1,0,0,0,1,13.4,13.4,0.0%
20,Matthew Stafford(LAR),23,37,62.2,220,5.9,1,0,1,3,6,0,0,1,13.4,13.4,97.2%
21,Colt McCoy(ARI),6,12,50.0,54,4.5,1,0,2,5,35,0,0,1,9.7,9.7,0.4%
22,Deshaun Watson(HOU),16,24,66.7,208,8.7,1,2,3,3,7,0,0,1,9.0,9.0,5.0%
23,Case Keenum(CLE),19,32,59.4,205,6.4,0,0,0,0,0,0,0,1,8.2,8.2,0.9%
24,Ryan Fitzpatrick(WAS),13,21,61.9,167,8.0,0,3,1,4,14,1,0,1,8.1,8.1,6.1%
25,Blaine Gabbert(TB),11,16,68.8,118,7.4,1,1,1,0,0,0,0,1,6.7,6.7,0.1%
