Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Rob Gronkowski(TB),7,9,162,23.1,38,4,1,0,0,0,0,1,22.2,22.2,97.7%
2,Coby Fleener(FA),6,7,74,12.3,50,1,1,1,2,1,0,1,19.6,19.6,0.0%
3,C.J. Fiedorowicz(FA),6,7,85,14.2,26,2,1,0,0,0,0,1,14.5,14.5,0.0%
4,Hunter Henry(NE),6,8,83,13.8,27,2,1,0,0,0,0,1,14.3,14.3,65.9%
5,Levine Toilolo(NYG),3,4,69,23.0,46,1,1,0,0,0,0,1,12.9,12.9,0.0%
6,Jack Doyle(FA),4,4,53,13.3,22,1,1,0,0,0,0,1,11.3,11.3,2.2%
7,Vernon Davis(FA),2,4,50,25.0,37,1,1,0,0,0,0,1,11.0,11.0,1.6%
8,Greg Olsen(FA),6,7,94,15.7,20,1,0,0,0,0,0,1,9.4,9.4,7.0%
9,Lance Kendricks(FA),5,8,34,6.8,15,0,1,0,0,0,0,1,9.4,9.4,0.0%
10,Jimmy Graham(CHI),6,9,89,14.8,25,1,0,0,0,0,0,1,8.9,8.9,0.8%
11,Josh Hill(FA),2,5,23,11.5,15,0,1,0,0,0,0,1,8.3,8.3,0.0%
12,Ed Dickson(FA),3,4,23,7.7,15,0,1,0,0,0,0,1,8.3,8.3,0.0%
13,MarQueis Gray(FA),3,3,81,27.0,53,1,0,0,0,0,0,1,8.1,8.1,0.0%
14,Anthony Fasano(FA),1,1,15,15.0,15,0,1,0,0,0,0,1,7.5,7.5,0.1%
15,Gary Barnidge(FA),3,5,59,19.7,43,1,0,0,0,0,0,1,5.9,5.9,0.1%
16,Charles Clay(FA),5,7,52,10.4,20,1,0,0,0,0,0,1,5.2,5.2,0.0%
17,Martellus Bennett(FA),5,5,48,9.6,24,1,0,0,0,0,0,1,4.8,4.8,23.0%
18,Jason Witten(FA),4,8,42,10.5,14,0,0,0,0,0,0,1,4.2,4.2,0.1%
19,Erik Swoope(FA),2,3,42,21.0,35,1,0,0,0,0,0,1,4.2,4.2,0.0%
20,Zach Miller(FA),6,10,36,6.0,11,0,0,0,0,0,0,1,3.6,3.6,0.0%
21,Dennis Pitta(FA),6,10,36,6.0,11,0,0,0,0,0,0,1,3.6,3.6,0.0%
22,Larry Donnell(FA),6,7,34,5.7,13,0,0,0,0,0,0,1,3.4,3.4,0.0%
23,Travis Kelce(KC),3,3,32,10.7,21,1,0,0,0,0,0,1,3.2,3.2,100.0%
24,Ryan Griffin(NYJ),3,5,31,10.3,12,0,0,0,0,0,0,1,3.1,3.1,0.6%
25,John Phillips(FA),3,3,31,10.3,16,0,0,0,0,0,0,1,3.1,3.1,0.0%
26,Nick O'Leary(FA),2,2,29,14.5,23,1,0,0,0,0,0,1,2.9,2.9,0.0%
27,Julius Thomas(FA),2,4,28,14.0,15,0,0,0,0,0,0,1,2.8,2.8,0.0%
28,Vance McDonald(FA),2,2,25,12.5,19,0,0,0,0,0,0,1,2.5,2.5,0.0%
29,Phillip Supernaw(FA),2,2,25,12.5,17,0,0,0,0,0,0,1,2.5,2.5,0.0%
30,Clive Walford(FA),2,2,25,12.5,20,1,0,0,0,0,0,1,2.5,2.5,0.0%
31,Zach Ertz(ARI),1,3,22,22.0,22,1,0,0,0,0,0,1,2.2,2.2,85.8%
32,Delanie Walker(FA),1,2,21,21.0,21,1,0,0,0,0,0,1,2.1,2.1,0.1%
33,Virgil Green(FA),3,4,21,7.0,9,0,0,0,0,0,0,1,2.1,2.1,0.0%
34,Tyler Kroft(NYJ),2,2,19,9.5,13,0,0,0,0,0,0,1,1.9,1.9,0.2%
35,Jacob Tamme(FA),2,3,16,8.0,12,0,0,0,0,0,0,1,1.6,1.6,0.0%
36,Mychal Rivera(FA),1,2,16,16.0,16,0,0,0,0,0,0,1,1.6,1.6,0.2%
37,Antonio Gates(FA),2,6,16,8.0,10,0,0,0,0,0,0,1,1.6,1.6,0.2%
38,Richard Rodgers(PHI),2,3,15,7.5,12,0,0,0,0,0,0,1,1.5,1.5,0.0%
39,Will Tye(FA),2,2,15,7.5,10,0,0,0,0,0,0,1,1.5,1.5,0.0%
40,Jermaine Gresham(FA),1,2,14,14.0,14,0,0,0,0,0,0,1,1.4,1.4,0.0%
41,Jesse James(CHI),2,3,13,6.5,8,0,0,0,0,0,0,1,1.3,1.3,0.0%
42,Dion Sims(FA),1,2,12,12.0,12,0,0,0,0,0,0,1,1.2,1.2,0.0%
43,Demetrius Harris(ARI),1,2,11,11.0,11,0,0,0,0,0,0,1,1.1,1.1,0.1%
44,Xavier Grimble(BAL),1,3,11,11.0,11,0,0,0,0,0,0,1,1.1,1.1,0.0%
45,Dwayne Allen(FA),1,2,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,0.0%
46,Luke Willson(FA),1,1,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,0.0%
47,Dominique Jones(FA),1,2,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,0.0%
48,Darren Fells(FA),1,1,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,0.0%
49,Trey Burton(FA),1,1,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,0.0%
50,C.J. Uzomah(CIN),1,2,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,20.8%
51,Justin Perillo(FA),1,1,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,0.0%
52,Clay Harbor(FA),1,1,3,3.0,3,0,0,0,0,0,0,1,0.3,0.3,0.0%
53,Thaddeus Moss(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
54,Stephen Sullivan(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
55,Kyle Markway(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
56,Juwan Johnson(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9%
57,Charlie Taumoepeau(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
58,Charlie Woerner(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
59,Noah Togiai(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
60,Ben Ellefson(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
61,Tyler Mabry(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
62,Dalton Keene(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
63,Hunter Bryant(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
64,Noah Gray(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
65,Colby Parkinson(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
66,Harrison Bryant(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
67,Adam Trautman(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7%
68,Brycen Hopkins(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
69,Cole Kmet(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3%
70,Devin Asiasi(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
71,Josiah Deguara(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4%
72,Chris Myarick(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
73,Luke Farrell(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
74,Jared Pinkney(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
75,Parker Hesse(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
76,Mitchell Wilcox(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
77,Sean McKeon(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
78,Giovanni Ricci(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
79,Nakia Griffin-Stewart(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
80,Tyler Davis(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
81,Reggie Gilliam(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
82,Rashod Berry(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
83,Scotty Washington(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
84,Eli Wolf(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
85,Tommy Hudson(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
86,Rysen John(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
87,Ryan Becker(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
88,Farrod Green(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
89,Nick Bowers(LV),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
90,Jake Bargas(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
91,Brevin Jordan(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4%
92,Pat Freiermuth(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.7%
93,Kyle Pitts(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.4%
94,Ian Bunting(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
95,Ethan Wolf(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
96,Durham Smythe(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
97,Noah Fant(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.3%
98,Chris Herndon IV(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
