Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Mark Andrews(BAL),6,8,53,8.8,19,0,2,0,0,0,0,1,17.3,17.3,99.9%
2,Kyle Rudolph(FA),4,5,14,3.5,7,0,2,0,0,0,0,1,15.4,15.4,0.3%
3,Travis Kelce(KC),7,7,75,10.7,17,0,1,0,0,0,0,1,13.5,13.5,100.0%
4,Jacob Hollister(JAC),8,10,62,7.8,13,0,1,0,0,0,0,1,12.2,12.2,0.0%
5,O.J. Howard(TB),4,7,47,11.8,26,1,1,0,0,0,0,1,10.7,10.7,1.2%
6,Jack Doyle(FA),3,4,44,14.7,23,2,1,0,0,0,0,1,10.4,10.4,2.2%
7,Greg Olsen(FA),8,10,98,12.3,18,0,0,0,0,0,0,1,9.8,9.8,7.0%
8,Anthony Firkser(TEN),3,4,36,12.0,20,1,1,0,0,0,0,1,9.6,9.6,3.7%
9,Hunter Henry(NE),4,7,30,7.5,13,0,1,0,0,0,0,1,9.0,9.0,65.9%
10,Tyler Eifert(FA),2,4,20,10.0,14,0,1,0,0,0,0,1,8.0,8.0,0.0%
11,Ben Braunecker(FA),1,1,18,18.0,18,0,1,0,0,0,0,1,7.8,7.8,0.0%
12,Nick Boyle(BAL),4,4,78,19.5,35,2,0,0,0,0,0,1,7.8,7.8,0.1%
13,Austin Hooper(CLE),4,5,17,4.3,9,0,1,0,0,0,0,1,7.7,7.7,28.8%
14,Jared Cook(LAC),6,10,74,12.3,22,1,0,0,0,0,0,1,7.4,7.4,50.2%
15,Gerald Everett(FA),8,12,68,8.5,17,0,0,0,0,0,0,1,6.8,6.8,35.7%
16,Jimmy Graham(CHI),2,3,59,29.5,48,1,0,0,0,0,0,1,5.9,5.9,0.8%
17,Eric Ebron(FA),5,12,56,11.2,23,1,0,0,0,0,0,1,5.6,5.6,3.0%
18,Dawson Knox(BUF),4,6,55,13.8,21,1,0,0,0,0,0,1,5.5,5.5,87.2%
