,Player,ATT,CMP,YDS,TDS,INTS,ATT,YDS,TDS,FL,FPTS
0,Kyler MurrayARI,36.3,24.3,276.2,2.2,0.8,7.3,41.4,0.5,0.1,25.7
1,Patrick Mahomes IIKC,37.4,25.2,304.9,2.5,0.4,3.8,20.3,0.2,0.1,24.8
2,Josh AllenBUF,36.7,23.4,271.8,2.1,0.7,7.0,35.0,0.4,0.3,23.9
3,Russell WilsonSEA,35.4,24.0,286.0,2.3,0.5,4.5,25.9,0.1,0.2,22.9
4,Dak PrescottDAL,38.6,26.2,299.6,2.1,0.8,3.6,17.0,0.2,0.2,21.7
5,Justin HerbertLAC,40.9,26.6,297.8,2.0,0.7,3.8,15.6,0.2,0.2,21.2
6,Aaron RodgersGB,35.8,24.4,279.5,2.2,0.5,2.5,11.3,0.1,0.2,20.7
7,Matthew StaffordLAR,38.0,24.9,287.0,2.0,0.9,2.0,6.9,0.1,0.2,19.5
8,Derek CarrLV,36.3,23.8,287.0,1.9,0.8,2.8,9.9,0.1,0.2,19.3
9,Ryan TannehillTEN,32.3,21.1,260.4,1.9,0.6,3.4,16.2,0.1,0.3,19.1
10,Tua TagovailoaMIA,36.0,23.0,272.0,2.0,1.0,3.0,11.0,0.0,0.0,19.0
11,Kirk CousinsMIN,34.4,23.2,274.0,2.0,0.8,1.8,7.9,0.1,0.2,18.8
12,Sam DarnoldCAR,34.9,22.8,259.9,1.6,0.8,2.8,12.9,0.2,0.2,18.0
13,Jared GoffDET,38.2,24.5,270.7,1.7,1.1,2.8,9.7,0.1,0.2,17.5
14,Matt RyanATL,38.0,25.4,274.2,1.7,1.0,2.0,6.8,0.1,0.2,17.4
15,Trevor LawrenceJAC,37.4,23.3,254.5,1.6,1.4,2.9,13.8,0.1,0.1,17.0
16,Jimmy GaroppoloSF,29.9,20.1,239.5,1.7,0.9,2.6,8.7,0.1,0.2,16.4
17,Andy DaltonCHI,32.0,22.0,212.0,2.0,1.0,2.0,6.0,0.0,0.0,16.1
18,Taylor HeinickeWAS,36.1,23.2,241.4,1.4,1.2,3.3,16.7,0.1,0.1,16.0
19,Carson WentzIND,33.9,21.1,234.8,1.4,0.8,3.4,15.4,0.1,0.3,15.9
20,Justin FieldsCHI,30.2,18.8,206.5,1.2,0.8,6.0,31.9,0.2,0.2,15.9
21,Mac JonesNE,34.4,22.5,245.5,1.4,0.8,1.6,6.0,0.1,0.1,15.2
22,Jacoby BrissettMIA,29.5,17.6,200.9,1.0,0.7,4.0,17.3,0.2,0.2,13.9
23,Zach WilsonNYJ,33.5,20.1,226.9,1.2,1.4,2.7,13.0,0.1,0.1,13.8
24,Tyrod TaylorHOU,34.0,19.0,217.0,1.0,1.0,4.0,20.0,0.0,0.0,13.7
25,Davis MillsHOU,28.1,17.0,197.5,1.0,0.9,2.1,9.4,0.1,0.2,11.9
26,Trey LanceSF,2.8,1.7,20.5,0.1,0.1,2.2,10.8,0.1,0.0,2.6
27,Taysom HillNO,2.1,1.3,13.1,0.0,0.0,2.8,12.9,0.0,0.1,2.0
28,Feleipe FranksATL,1.2,0.8,14.9,0.1,0.0,0.1,0.7,0.0,0.0,1.1
29,Jacob EasonSEA,2.9,1.6,16.4,0.1,0.1,0.2,0.3,0.0,0.0,1.0
30,David BloughDET,1.5,1.0,10.3,0.1,0.0,0.2,0.9,0.0,0.0,0.9
31,Trevor SiemianNO,0.0,0.0,21.3,0.0,0.2,0.0,0.0,0.0,0.0,0.9
32,Cooper RushDAL,1.2,0.8,13.8,0.1,0.0,0.1,0.1,0.0,0.0,0.8
33,Mason RudolphPIT,2.0,1.2,11.8,0.1,0.1,0.1,0.2,0.0,0.0,0.8
34,Jeff DriskelHOU,1.4,0.8,12.0,0.1,0.0,0.2,0.8,0.0,0.0,0.8
35,Joe FlaccoNYJ,1.1,0.7,7.7,0.1,0.0,0.2,1.1,0.0,0.0,0.8
36,Nick FolesCHI,1.5,0.9,13.0,0.1,0.1,0.2,0.5,0.0,0.0,0.8
37,Reid SinnettPHI,1.0,0.7,13.2,0.0,0.0,0.1,0.6,0.0,0.0,0.7
38,Drew LockDEN,0.9,0.6,10.0,0.1,0.0,0.1,0.2,0.0,0.0,0.7
39,Tyler HuntleyBAL,0.6,0.4,11.4,0.0,0.0,0.2,1.2,0.0,0.0,0.7
40,Jordan LoveGB,0.7,0.4,11.7,0.1,0.0,0.2,0.1,0.0,0.0,0.7
41,C.J. BeathardJAC,0.8,0.4,9.9,0.1,0.0,0.1,0.3,0.0,0.0,0.6
42,Brian HoyerNE,0.0,0.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6
43,Mitchell TrubiskyBUF,0.7,0.5,8.0,0.1,0.0,0.2,0.4,0.0,0.0,0.6
44,Kyle AllenWAS,0.8,0.5,8.2,0.1,0.0,0.1,0.2,0.0,0.0,0.5
45,Gardner Minshew IIPHI,0.8,0.5,5.7,0.1,0.0,0.2,0.7,0.0,0.0,0.5
46,Colt McCoyARI,0.7,0.5,5.9,0.1,0.0,0.1,0.5,0.0,0.0,0.5
47,Chad HenneKC,0.8,0.5,5.3,0.1,0.0,0.1,0.6,0.0,0.0,0.5
48,Josh RosenATL,0.8,0.6,5.4,0.1,0.0,0.1,0.5,0.0,0.0,0.5
49,P.J. WalkerCAR,0.7,0.5,6.0,0.1,0.0,0.1,0.1,0.0,0.0,0.5
50,Geno SmithSEA,0.7,0.5,5.6,0.1,0.0,0.1,0.1,0.0,0.0,0.4
51,Case KeenumCLE,0.6,0.4,4.7,0.1,0.0,0.1,0.4,0.0,0.0,0.4
52,Blaine GabbertTB,0.8,0.4,5.2,0.1,0.0,0.1,0.1,0.0,0.0,0.4
53,Brandon AllenCIN,0.8,0.5,5.4,0.1,0.1,0.1,0.4,0.0,0.0,0.4
54,Mike WhiteNYJ,0.0,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.4
55,Chase DanielLAC,0.5,0.3,3.9,0.0,0.0,0.1,0.5,0.0,0.0,0.3
56,John WolfordLAR,0.8,0.5,4.9,0.0,0.0,0.2,0.5,0.0,0.0,0.2
57,Sean MannionMIN,0.5,0.3,3.8,0.0,0.0,0.1,0.1,0.0,0.0,0.2
58,Logan WoodsideTEN,0.4,0.3,2.9,0.0,0.0,0.2,0.4,0.0,0.0,0.2
59,Garrett GilbertWAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
