Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
1,Chris Carson(SEA),27,116,4.3,17,0,2,0,0,0,0,0,0,1,23.6,23.6,31.7%
2,Alvin Kamara(NO),7,23,3.3,8,0,2,4,6,82,20.5,0,0,1,22.5,22.5,100.0%
3,C.J. Anderson(FA),20,167,8.4,46,2,1,1,3,-5,-5.0,0,0,1,22.2,22.2,1.0%
4,Jamaal Williams(DET),15,95,6.3,19,0,1,6,9,61,10.2,0,0,1,21.6,21.6,58.2%
5,Elijah McGuire(FA),14,35,2.5,10,0,1,3,5,50,16.7,1,0,1,20.5,20.5,0.0%
6,Damien Williams(CHI),13,103,7.9,25,2,0,7,7,37,5.3,1,1,1,18.0,18.0,4.4%
7,Christian McCaffrey(CAR),21,101,4.8,13,0,0,12,13,77,6.4,0,0,1,17.8,17.8,47.2%
8,Sony Michel(LAR),18,116,6.4,19,0,1,0,0,0,0,0,0,1,17.6,17.6,89.4%
9,Doug Martin(FA),21,107,5.1,24,1,1,1,2,9,9.0,0,0,1,17.6,17.6,0.0%
10,Darren Sproles(FA),9,32,3.6,16,0,0,3,6,76,25.3,1,0,1,16.8,16.8,0.1%
11,Derrick Henry(TEN),21,84,4.0,18,0,1,1,1,8,8.0,0,0,1,15.2,15.2,78.0%
12,Saquon Barkley(NYG),21,43,2.0,6,0,1,5,7,34,6.8,0,0,1,13.7,13.7,97.6%
13,Leonard Fournette(TB),18,43,2.4,9,0,1,3,5,28,9.3,0,0,1,13.1,13.1,74.8%
14,Jordan Howard(PHI),13,53,4.1,9,0,1,2,3,17,8.5,0,0,1,13.0,13.0,18.7%
15,David Johnson(HOU),10,35,3.5,16,0,0,1,5,32,32.0,1,0,1,12.7,12.7,35.4%
16,Adrian Peterson(SEA),26,119,4.6,13,0,0,1,2,8,8.0,0,0,1,12.7,12.7,4.9%
17,Jaylen Samuels(ARI),12,53,4.4,16,0,0,3,3,11,3.7,1,0,1,12.4,12.4,0.1%
18,Jacquizz Rodgers(FA),2,2,1.0,2,0,1,7,7,55,7.9,0,0,1,11.7,11.7,0.0%
19,Nick Chubb(CLE),19,112,5.9,22,2,0,2,3,3,1.5,0,0,1,11.5,11.5,99.8%
20,Melvin Gordon III(DEN),12,41,3.4,13,0,1,3,3,13,4.3,0,0,1,11.4,11.4,87.8%
21,James White(NE),8,41,5.1,27,1,1,2,4,13,6.5,0,0,1,11.4,11.4,7.9%
22,Jalen Richard(FA),4,11,2.8,5,0,1,4,5,40,10.0,0,0,1,11.1,11.1,0.7%
23,Ezekiel Elliott(DAL),18,85,4.7,17,0,0,5,6,24,4.8,0,0,1,10.9,10.9,99.7%
24,Dalvin Cook(MIN),16,73,4.6,18,0,0,3,3,35,11.7,0,0,1,10.8,10.8,100.0%
25,Gus Edwards(BAL),14,92,6.6,43,2,0,1,1,13,13.0,0,0,1,10.5,10.5,9.6%
26,Nyheim Hines(IND),2,2,1.0,1,0,1,4,5,41,10.3,0,0,1,10.3,10.3,44.8%
27,Mark Ingram II(NO),11,35,3.2,8,0,1,1,2,8,8.0,0,0,1,10.3,10.3,39.1%
28,Charcandrick West(FA),1,1,1.0,1,0,0,2,3,37,18.5,1,0,1,9.8,9.8,0.0%
29,Marlon Mack(IND),12,34,2.8,11,0,1,1,3,4,4.0,0,0,1,9.8,9.8,1.6%
30,Brian Hill(SF),8,115,14.4,60,3,0,0,1,0,0,0,1,1,9.5,9.5,0.1%
31,D'Onta Foreman(TEN),7,-1,-0.1,2,0,0,2,2,28,14.0,1,0,1,8.7,8.7,66.5%
32,Joe Mixon(CIN),17,68,4.0,20,1,0,2,2,10,5.0,0,0,1,7.8,7.8,98.1%
33,Zach Zenner(FA),8,45,5.6,29,1,0,2,3,22,11.0,0,0,1,6.7,6.7,0.0%
34,Duke Johnson Jr.(MIA),2,12,6.0,7,0,0,6,6,54,9.0,0,0,1,6.6,6.6,7.4%
35,Rex Burkhead(HOU),13,39,3.0,10,0,0,4,5,40,10.0,0,1,1,5.9,5.9,31.5%
36,Phillip Lindsay(MIA),10,46,4.6,11,0,0,2,2,11,5.5,0,0,1,5.7,5.7,9.0%
37,Peyton Barber(LV),17,43,2.5,8,0,0,3,3,13,4.3,0,0,1,5.6,5.6,1.2%
38,Kenyan Drake(LV),6,23,3.8,9,0,0,4,5,31,7.8,0,0,1,5.4,5.4,29.4%
39,Brandon Bolden(NE),4,9,2.3,7,0,0,1,1,4,4.0,1,1,1,5.3,5.3,10.7%
40,Tevin Coleman(NYJ),10,51,5.1,20,1,0,0,1,0,0,0,0,1,5.1,5.1,18.5%
41,John Kelly(CLE),10,40,4.0,7,0,0,1,1,9,9.0,0,0,1,4.9,4.9,0.0%
42,Kalen Ballage(PIT),4,10,2.5,6,0,0,2,4,39,19.5,0,0,1,4.9,4.9,0.1%
43,Carlos Hyde(JAC),8,47,5.9,19,0,0,0,0,0,0,0,0,1,4.7,4.7,6.9%
44,Keith Ford(FA),7,33,4.7,11,0,0,2,4,14,7.0,0,0,1,4.7,4.7,0.1%
45,Justin Jackson(LAC),1,-1,-1.0,0,0,0,7,10,47,6.7,0,0,1,4.6,4.6,42.5%
46,Devontae Booker(FA),3,21,7.0,9,0,0,3,5,21,7.0,0,0,1,4.2,4.2,23.3%
47,Alfred Blue(FA),4,14,3.5,5,0,0,4,5,26,6.5,0,0,1,4.0,4.0,0.0%
48,Jeff Wilson Jr.(SF),11,27,2.5,8,0,0,2,2,11,5.5,0,0,1,3.8,3.8,56.1%
49,Mike Davis(ATL),7,31,4.4,10,0,0,0,1,0,0,0,0,1,3.1,3.1,49.7%
50,Latavius Murray(BAL),9,22,2.4,11,0,0,2,2,6,3.0,0,0,1,2.8,2.8,22.2%
51,Kenneth Dixon(FA),8,28,3.5,19,0,0,2,3,20,10.0,0,1,1,2.8,2.8,0.1%
52,Taquan Mizzell(NYG),1,1,1.0,1,0,0,2,2,27,13.5,0,0,1,2.8,2.8,0.0%
53,Chris Thompson(FA),4,20,5.0,15,0,0,1,1,8,8.0,0,0,1,2.8,2.8,0.0%
54,Wendell Smallwood(FA),1,3,3.0,3,0,0,4,4,24,6.0,0,0,1,2.7,2.7,0.0%
55,Matt Breida(BUF),4,20,5.0,11,0,0,1,1,6,6.0,0,0,1,2.6,2.6,8.2%
56,Dion Lewis(FA),3,5,1.7,3,0,0,3,4,20,6.7,0,0,1,2.5,2.5,2.0%
57,LeGarrette Blount(FA),11,29,2.6,10,0,0,2,4,-5,-2.5,0,0,1,2.4,2.4,0.1%
58,Royce Freeman(HOU),7,21,3.0,4,0,0,0,1,0,0,0,0,1,2.1,2.1,5.2%
59,Chase Edmonds(ARI),4,20,5.0,20,1,0,1,2,1,1.0,0,0,1,2.1,2.1,85.1%
60,Cameron Artis-Payne(FA),1,7,7.0,7,0,0,1,2,13,13.0,0,0,1,2.0,2.0,0.0%
61,Tarik Cohen(CHI),6,12,2.0,9,0,0,1,1,7,7.0,0,0,1,1.9,1.9,3.0%
62,LeSean McCoy(FA),6,9,1.5,5,0,0,3,3,10,3.3,0,0,1,1.9,1.9,2.0%
63,Dontrell Hilliard(TEN),0,0,0,0,0,0,1,1,15,15.0,0,0,1,1.5,1.5,27.5%
64,Wayne Gallman Jr.(MIN),2,12,6.0,8,0,0,0,0,0,0,0,0,1,1.2,1.2,1.0%
65,Andy Janovich(CLE),0,0,0,0,0,0,1,1,11,11.0,0,0,1,1.1,1.1,0.1%
66,Trenton Cannon(SF),2,4,2.0,2,0,0,1,2,5,5.0,0,0,1,0.9,0.9,0.1%
67,Tommy Bohanon(FA),0,0,0,0,0,0,1,1,7,7.0,0,0,1,0.7,0.7,0.0%
68,J.D. McKissic(WAS),1,6,6.0,6,0,0,0,0,0,0,0,0,1,0.6,0.6,32.9%
69,Theo Riddick(FA),3,-2,-0.7,2,0,0,4,5,7,1.8,0,0,1,0.5,0.5,0.0%
70,Elijhaa Penny(NYG),0,0,0,0,0,0,1,1,5,5.0,0,0,1,0.5,0.5,0.1%
71,Roosevelt Nix(FA),1,4,4.0,4,0,0,0,1,0,0,0,0,1,0.4,0.4,0.0%
72,Ricky Ortiz(FA),0,0,0,0,0,0,1,1,4,4.0,0,0,1,0.4,0.4,0.0%
73,Kenjon Barner(TB),0,0,0,0,0,0,1,1,3,3.0,0,0,1,0.3,0.3,0.0%
74,Danny Vitale(FA),0,0,0,0,0,0,1,2,2,2.0,0,0,1,0.2,0.2,0.0%
